"","id","name","type","acronyms"
"825",825,"European Dairy Association aisbl (EDA)","other","EDA"
"826",826,"Center for Democracy & Technology (CDT)","other","CDT"
"827",827,"EU-Russia Industrialists' Round Table (IRT)","other","IRT"
"828",828,"RegWatchEurope","other","RegWatchEurope"
"829",829,"Amazon Europe Core SARL","other","Amazon Europe Core SARL"
"830",830,"Association relative à la télévision européenne (ARTE)","other","ARTE"
"831",831,"Constantin Medien AG","other","Constantin Medien AG"
"832",832,"Centre for European Reform (CER)","other","CER"
"833",833,"Inmarsat Global Ltd (Inmarsat)","other","Inmarsat"
"834",834,"Radboud University Nijmegen, Faculty of Management Sciences","other","Radboud University Nijmegen, Faculty of Management Sciences"
"835",835,"Allianz pro Schiene","other","Allianz pro Schiene"
"836",836,"Elisa Oyj (Elisa)","other","Elisa"
"837",837,"European Centre for International Political Economy (ECIPE)","other","ECIPE"
"838",838,"European Association of Research and Technology Organisations (EARTO)","other","EARTO"
"839",839,"KfW Bankengruppe (KfW)","other","KfW"
"840",840,"Bank of America Merrill Lynch (BAC)","other","BAC"
"841",841,"European Association of Central Counterparty Clearing Houses (EACH)","other","EACH"
"842",842,"ROTARY INTERNATIONAL (R.I.)","other","R.I."
"843",843,"Women's Eco-nomic and Social Think Tank (WESTT)","other","WESTT"
"844",844,"NRW.BANK","other","NRW.BANK"
"845",845,"UNITEE AISBL","other","UNITEE AISBL"
"846",846,"Fleishman-Hillard","other","Fleishman-Hillard"
"847",847,"Hanover Communications International","other","Hanover Communications International"
"848",848,"DAF Trucks N.V. (DAF)","other","DAF"
"849",849,"Hyundai Motor Company Brussels Office (HMCBO)","other","HMCBO"
"850",850,"IVECO S.p.A.","other","IVECO S.p.A."
"851",851,"Jaguar Land Rover Limited (JLR)","other","JLR"
"852",852,"RENAULT","other","RENAULT"
"853",853,"TOYOTA MOTOR EUROPE","other","TOYOTA MOTOR EUROPE"
"854",854,"ASSUC- European Association of Sugar Traders (ASSUC)","other","ASSUC"
"855",855,"DOUX","other","DOUX"
"856",856,"Bureau International des Containers (BIC)","other","BIC"
"857",857,"Federation of European Direct and Interactive Marketing (FEDMA)","other","FEDMA"
"858",858,"Prysmian Group","other","Prysmian Group"
"859",859,"TechMarket Sweden AB (TechMarket)","other","TechMarket"
"860",860,"Borealis AG (Borealis)","other","Borealis"
"861",861,"UNICEF","other","UNICEF"
"862",862,"Carbon Capture and Storage Association (CCSA)","other","CCSA"
"863",863,"FairSearch Europe","other","FairSearch Europe"
"864",864,"The Wealth Management Association (WMA)","other","WMA"
"865",865,"The Research Council of Norway (RCN)","other","RCN"
"866",866,"Bell Helicopter","other","Bell Helicopter"
"867",867,"Dogs Trust","other","Dogs Trust"
"868",868,"Japan Machinery Center for Trade and Investment","other","Japan Machinery Center for Trade and Investment"
"869",869,"Transparency International (TI)","other","TI"
"870",870,"King Digital Entertainment (King)","other","King"
"871",871,"EUROSIF A.I.S.B.L (EUROPEAN SUSTAINABLE INVESTMENT FORUM) (EUROSIF)","other","EUROSIF"
"872",872,"Naturefriends International (NFI)","other","NFI"
"873",873,"Union Pétrolière Européenne Indépendante (UPEI)","other","UPEI"
"874",874,"European Confederation of Junior Enterprises (JADE)","other","JADE"
"875",875,"European Youth Forum","other","European Youth Forum"
"876",876,"Ligue de Football Professionnel (LFP)","other","LFP"
"877",877,"Letove prevadzkove sluzby Slovenskej republiky, statny podnik (LPS SR, s. p.)","other","LPS SR, s. p."
"878",878,"St1 Biofuels Oy (St1)","other","St1"
"879",879,"European Coalition on Homeopathic and Anthroposophic Medicinal Products (ECHAMP)","other","ECHAMP"
"880",880,"Carlsberg Breweries A/S (Carlsberg)","other","Carlsberg"
"881",881,"FINNAIR OYJ","other","FINNAIR OYJ"
"882",882,"PensionsEurope","other","PensionsEurope"
"883",883,"Ships and Maritime Equipment Association (SEA Europe)","other","SEA Europe"
"884",884,"Atomium Culture (AC)","other","AC"
"885",885,"European Broadcasting Union - Union Européenne de Radio-télévision AISBL (EBU-UER AISBL)","other","EBU-UER AISBL"
"886",886,"Galileo Services (GS)","other","GS"
"887",887,"MARSH & McLENNAN COMPANIES BVBA","other","MARSH & McLENNAN COMPANIES BVBA"
"888",888,"CHEMOURS INTERNATIONAL OPERATIONS Sàrl (chemours)","other","chemours"
"889",889,"BlueAssist vzw","other","BlueAssist vzw"
"890",890,"ASOCIACIÓN ESPAÑOLA DE LA INDUSTRIA ELÉCTRICA (UNESA)","other","UNESA"
"891",891,"Boeing International Corporation - Belgium Branch Office (Boeing)","other","Boeing"
"892",892,"RED ELECTRICA DE ESPAÑA, SAU (REE)","other","REE"
"893",893,"Swedish Bankers´ Association (SBA)","other","SBA"
"894",894,"HDIMAGE","other","HDIMAGE"
"895",895,"European Film Agency Directors (EFADS)","other","EFADS"
"896",896,"Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (FCT/UNL)","other","FCT/UNL"
"897",897,"Opel Group (Opel)","other","Opel"
"898",898,"Transnational Institute (TNI)","other","TNI"
"899",899,"CAOBISCO (CAOBISCO)","other","CAOBISCO"
"900",900,"CHRISTOS FOLIAS AND CO. EE (FOLIAS & ASSOCIATES)","other","FOLIAS & ASSOCIATES"
"901",901,"Friedrich-Ebert-Stiftung (FES)","other","FES"
"902",902,"Flughafen Wien AG (FWAG)","other","FWAG"
"903",903,"Jens-Peter Bonde","other","Jens-Peter Bonde"
"904",904,"European Confederation of Private Employment Services (Eurociett)","other","Eurociett"
"905",905,"Gemeentelijk Havenbedrijf Antwerpen (GHA)","other","GHA"
"906",906,"BG Group","other","BG Group"
"907",907,"Edison Spa (EDS)","other","EDS"
"908",908,"European Students' Union (ESU)","other","ESU"
"909",909,"Aéroports de Paris (ADP)","other","ADP"
"910",910,"Animal Task Force (ATF)","other","ATF"
"911",911,"Comité du commerce des céréales, aliments du bétail, oléagineux, huile d'olive, huiles et graisses et agrofournitures de l'U.E. (COCERAL)","other","COCERAL"
"912",912,"International Association of Scientific, Technical and Medical Publishers (STM)","other","STM"
"913",913,"Dassault Systèmes","other","Dassault Systèmes"
"914",914,"European Federation of Pharmaceutical Industries and Associations (EFPIA)","other","EFPIA"
"915",915,"Network of European Regions Using Space Technologies (NEREUS)","other","NEREUS"
"916",916,"Lantbrukarnas Riksförbund (LRF)","other","LRF"
"917",917,"G Plus Ltd (gplus brussels)","other","gplus brussels"
"918",918,"Zweites Deutsches Fernsehen (ZDF)","other","ZDF"
"919",919,"Associação Portuguesa de Bancos (APB)","other","APB"
"920",920,"Ecommerce Europe","other","Ecommerce Europe"
"921",921,"The International Association of Independent Tanker Owners (INTERTANKO)","other","INTERTANKO"
"922",922,"European Confederation of Independent Trade Unions (CESI)","other","CESI"
"923",923,"ČEZ, a.s. (CEZ Group)","other","CEZ Group"
"924",924,"Verket för innovationssystem (VINNOVA)","other","VINNOVA"
"925",925,"LT-Innovate (LTi)","other","LTi"
"926",926,"RTL Group (RTL)","other","RTL"
"927",927,"Standard Life plc (Standard Life)","other","Standard Life"
"928",928,"ASOCIACIÓN ESPAÑOLA DE FABRICANTES DE PASTA, PAPEL Y CARTÓN (ASPAPEL)","other","ASPAPEL"
"929",929,"ASOCIACIÓN NACIONAL DE GRANDES EMPRESAS DE DISTRIBUCIÓN (ANGED)","other","ANGED"
"930",930,"Asociación Española de Operadores de Productos Petrolíferos (AOP)","other","AOP"
"931",931,"Asociación Nacional de Fabricantes e Importadores de Electrodomésticos (ANFEL)","other","ANFEL"
"932",932,"FEDERACIÓN EMPRESARIAL DE LA INDUSTRIA QUÍMICA ESPAÑOLA (FEIQUE)","other","FEIQUE"
"933",933,"FEDERACIÓN ESPAÑOLA DE COMERCIANTES DE ELECTRODOMÉSTICOS (FECE)","other","FECE"
"934",934,"CEJI - A Jewish Contribution to an Inclusive Europe (CEJI)","other","CEJI"
"935",935,"European Advertising Standards Alliance (EASA)","other","EASA"
"936",936,"Emerson Electric Co.","other","Emerson Electric Co."
"937",937,"Fidelity Worldwide Investment","other","Fidelity Worldwide Investment"
"938",938,"Play the Game/Danish Institute for Sports Studies (Play the Game/Idan)","other","Play the Game/Idan"
"939",939,"MoneySavingExpert.com Limited","other","MoneySavingExpert.com Limited"
"940",940,"JA Europe (JA Europe)","other","JA Europe"
"941",941,"PepsiCo Europe (PepsiCo)","other","PepsiCo"
"942",942,"European Network of Social Integration Enterprises (ENSIE)","other","ENSIE"
"943",943,"European Federation of Journalists (EFJ)","other","EFJ"
"944",944,"First Data Corporation (FDC)","other","FDC"
"945",945,"Carbon Capture & Storage Association (CCSA)","other","CCSA"
"946",946,"Federation of European Neuroscience Societies (FENS)","other","FENS"
"947",947,"EU-Asia Centre (EAC)","other","EAC"
"948",948,"Mars Incorporated (Mars)","other","Mars"
"949",949,"Uber","other","Uber"
"950",950,"Pelagic Freezer-trawler Association (PFA)","other","PFA"
"951",951,"UNION SYNDICALE FEDERALE","other","UNION SYNDICALE FEDERALE"
"952",952,"European Women's Lobby (EWL)","other","EWL"
"953",953,"ANCRE","other","ANCRE"
"954",954,"VMware, Inc. and VMware Intl, Ltd.","other","VMware, Inc. and VMware Intl, Ltd."
"955",955,"Union of Chambers and Commodity Exchanges of Turkey (TOBB)","other","TOBB"
"956",956,"European Regional Talent Mobility Network (EuReTalent Network)","other","EuReTalent Network"
"957",957,"Creative Media Business Alliance (CMBA)","other","CMBA"
"958",958,"ORGANIZACIÓN NACIONAL DE CIEGOS ESPAÑOLES (ONCE)","other","ONCE"
"959",959,"Emirates Airline (EK)","other","EK"
"960",960,"Honeywell Europe NV (HON)","other","HON"
"961",961,"Alliance for Lobbying Transparency and Ethics Regulation (ALTER-EU)","other","ALTER-EU"
"962",962,"Danske Bank (DANSKE)","other","DANSKE"
"963",963,"Avv. Gianni Marco Di Paolo","other","Avv. Gianni Marco Di Paolo"
"964",964,"Danish Dairy Board Brussels s.a. (DDBB)","other","DDBB"
"965",965,"FoodDrinkEurope (FoodDrinkEurope)","other","FoodDrinkEurope"
"966",966,"McDonald's Europe (McDonald's Europe)","other","McDonald's Europe"
"967",967,"BREIZ EUROPE","other","BREIZ EUROPE"
"968",968,"Confederación Española de Organizaciones Empresariales (CEOE)","other","CEOE"
"969",969,"Lantmännen ek för","other","Lantmännen ek för"
"970",970,"AETMD - Association européenne des transformateurs de maïs doux (AETMD)","other","AETMD"
"971",971,"Affaires Publiques Consultants (APc)","other","APc"
"972",972,"SAP","other","SAP"
"973",973,"FELULA SA","other","FELULA SA"
"974",974,"ANFACO-CECOPESCA","other","ANFACO-CECOPESCA"
"975",975,"Eurogroup for Animals","other","Eurogroup for Animals"
"976",976,"European Steering Group on Sustainable Healthcare (ESG)","other","ESG"
"977",977,"PRAGMATA SRL (PRAGMATA INSTITUTE)","other","PRAGMATA INSTITUTE"
"978",978,"ALLO TAXI SAS - Les Taxis Bleus","other","ALLO TAXI SAS - Les Taxis Bleus"
"979",979,"IACA - Associação Portuguesa dos Industriais de Alimentos Compostos para Animais (IACA)","other","IACA"
"980",980,"Asociación Nacional de Productores de Vacuno de carne (ASOPROVAC)","other","ASOPROVAC"
"981",981,"Du Pont de Nemours International SARL","other","Du Pont de Nemours International SARL"
"982",982,"The Free and Fair Post Initiative (FFPI)","other","FFPI"
"983",983,"EFQM European Foundation for Quality Management (EFQM)","other","EFQM"
"984",984,"Institute of International Finance (IIF)","other","IIF"
"985",985,"UEIL, Union of the European Lubricants Industry (UEIL)","other","UEIL"
"986",986,"European Federation of National Associations of Measurement, Testing and Analytical Laboratories (EUROLAB)","other","EUROLAB"
"987",987,"EUROPORTE","other","EUROPORTE"
"988",988,"Delhaize Group","other","Delhaize Group"
"989",989,"Sky Italia (SkyIT)","other","SkyIT"
"990",990,"The European Water Platform","other","The European Water Platform"
"991",991,"fédération du e-commerce et de la Vente à Distance (FEVAD)","other","FEVAD"
"992",992,"BSA","other","BSA"
"993",993,"Association Internationale de la Mutualité (AIM)","other","AIM"
"994",994,"ASD-Eurospace (Eurospace)","other","Eurospace"
"995",995,"Europa Nostra","other","Europa Nostra"
"996",996,"Creativity Works","other","Creativity Works"
"997",997,"European Plastics Converters Association (EuPC)","other","EuPC"
"998",998,"Ellen MacArthur Foundation","other","Ellen MacArthur Foundation"
"999",999,"European Network of Councils for the Judiciary (ENCJ)","other","ENCJ"
"1000",1000,"Association of National Organisations of Fishing Enterprises in the European Union (Europêche)","other","Europêche"
"1001",1001,"American Forest & Paper Association (AF&PA)","other","AF&PA"
"1002",1002,"Austrian Power Grid AG (APG)","other","APG"
"1003",1003,"European Copper Institute (ECI)","other","ECI"
"1004",1004,"Rubinum SA","other","Rubinum SA"
"1005",1005,"Startups.be","other","Startups.be"
"1006",1006,"Novozymes","other","Novozymes"
"1007",1007,"Norwegian Refugee Council Europe (NRC Europe)","other","NRC Europe"
"1008",1008,"Deutsche Börse AG (DBG)","other","DBG"
"1009",1009,"Deutscher Gewerkschaftsbund (DGB)","other","DGB"
"1010",1010,"European Federation of Public Service Unions (EPSU)","other","EPSU"
"1011",1011,"Abengoa","other","Abengoa"
"1012",1012,"European Athletic Association (European Athletics)","other","European Athletics"
"1013",1013,"AVTO-MOTO ZVEZA SLOVENIJE (AMZS)","other","AMZS"
"1014",1014,"European Meat Network (EMN)","other","EMN"
"1015",1015,"Svensk Handel (Swedish Trade Federation)","other","Swedish Trade Federation"
"1016",1016,"Prudential plc (Prudential)","other","Prudential"
"1017",1017,"WELLNESS FOUNDATION (WF)","other","WF"
"1018",1018,"PANASONIC EUROPE LTD (PEELIA)","other","PEELIA"
"1019",1019,"Lithuanian Business Representation in Brussels (LITBRE)","other","LITBRE"
"1020",1020,"""Hope For Children"" UNCRC Policy Center (HFC)","other","HFC"
"1021",1021,"Dow Europe GmbH (Dow)","other","Dow"
"1022",1022,"Central Europe Energy Partners (CEEP)","other","CEEP"
"1023",1023,"Fabasoft Austria GmbH","other","Fabasoft Austria GmbH"
"1024",1024,"Hewlett-Packard (HP)","other","HP"
"1025",1025,"European Alliance to Save Energy (EU-ASE)","other","EU-ASE"
"1026",1026,"European Association for Local Democracy (ALDA)","other","ALDA"
"1027",1027,"Federated Investors (UK) LLP (Federated)","other","Federated"
"1028",1028,"Institute of Directors (IoD)","other","IoD"
"1029",1029,"Housing Europe- The European Federation of Public, Cooperative and Social Housing (Housing Europe)","other","Housing Europe"
"1030",1030,"International Underwriting Association of London Limited (IUA)","other","IUA"
"1031",1031,"Drax Group plc","other","Drax Group plc"
"1032",1032,"Friends of the Supergrid (FOSG)","other","FOSG"
"1033",1033,"ESSCA Ecole de Management (ESSCA)","other","ESSCA"
"1034",1034,"Fédération Internationale des Footballeurs Professionnelles Division Europe (FIFPro)","other","FIFPro"
"1035",1035,"World Access to Modern Energy and Expo 2015 Committee (WAME & Expo2015)","other","WAME & Expo2015"
"1036",1036,"European Rail Freight Association asbl (ERFA)","other","ERFA"
"1037",1037,"Platform of European Memory and Conscience (PEMC)","other","PEMC"
"1038",1038,"COTEC Portugal - Associação Empresarial para a Inovação (COTEC Portugal)","other","COTEC Portugal"
"1039",1039,"Nordic Hunters' Alliance (NHA)","other","NHA"
"1040",1040,"Europcar International (ECI)","other","ECI"
"1041",1041,"Serentchy Advisory Services GmbH","other","Serentchy Advisory Services GmbH"
"1042",1042,"Meridiam (Meridiam)","other","Meridiam"
"1043",1043,"Sass Consulting AG - Communications and Strategic Relations","other","Sass Consulting AG - Communications and Strategic Relations"
"1044",1044,"Plastics Recyclers Europe (PRE)","other","PRE"
"1045",1045,"International Association of Oil & Gas Producers (IOGP)","other","IOGP"
"1046",1046,"AGRUPACIÓN DE FABRICANTES DE CEMENTO DE ESPAÑA (OFICEMEN)","other","OFICEMEN"
"1047",1047,"Edelman Public Relations Worldwide","other","Edelman Public Relations Worldwide"
"1048",1048,"Conféderation Européenne des Propriétaires Forestiers (CEPF)","other","CEPF"
"1049",1049,"Siempre","other","Siempre"
"1050",1050,"The European Union Youth Orchestra (EUYO)","other","EUYO"
"1051",1051,"Fédération Internationale de l'Automobile (FIA)","other","FIA"
"1052",1052,"Society for Worldwide Interbank Financial Telecommunication (SWIFT)","other","SWIFT"
"1053",1053,"European Association of Institutions in Higher Education (EURASHE)","other","EURASHE"
"1054",1054,"NFU Scotland (NFU Scotland)","other","NFU Scotland"
"1055",1055,"Slow Food (NA)","other","NA"
"1056",1056,"Deutscher ReiseVerband (DRV)","other","DRV"
"1057",1057,"European Venture Fund Investors Network (E.V.F.I.N)","other","E.V.F.I.N"
"1058",1058,"Springer Science+Business Media Deutschland GmbH (SSBM)","other","SSBM"
"1059",1059,"Organización de Productores Asociados de Grandes Atuneros Congeladores (OPAGAC)","other","OPAGAC"
"1060",1060,"EnBW Energie Baden-Württemberg AG (EnBW)","other","EnBW"
"1061",1061,"European Association of the Electricity Transmission and Distribution Equipment and Services Industry (T&D Europe)","other","T&D Europe"
"1062",1062,"European Engine Power Plants Association (EUGINE)","other","EUGINE"
"1063",1063,"STARCH EUROPE","other","STARCH EUROPE"
"1064",1064,"European Builders Confederation AISBL (EBC)","other","EBC"
"1065",1065,"Wirtschaftskammer Österreich (WKÖ)","other","WKÖ"
"1066",1066,"Outreach with civil society","other","Outreach with civil society"
"1067",1067,"Foundation Max van der Stoel (FMS)","other","FMS"
"1068",1068,"Associazione Bancaria Italiana (ABI)","other","ABI"
"1069",1069,"Council of European Energy Regulators (CEER)","other","CEER"
"1070",1070,"Europäisches Zentrum für Arbeitnehmerfragen (EZA)","other","EZA"
"1071",1071,"InternsGoPro (IGP)","other","IGP"
"1072",1072,"AGORIA","other","AGORIA"
"1073",1073,"European Building Automation and Controls Association (eu.bac)","other","eu.bac"
"1074",1074,"QED (QED)","other","QED"
"1075",1075,"Cheniere Marketing Limited (CMI)","other","CMI"
"1076",1076,"National Milk Producers Federation (NMPF)","other","NMPF"
"1077",1077,"Union Européenne du Commerce du Bétail et des Métiers de la Viande (U.E.C.B.V.)","other","U.E.C.B.V."
"1078",1078,"European Capitals and Cities of Sport Federation (ACES Europe)","other","ACES Europe"
"1079",1079,"European Risk Forum (ERF)","other","ERF"
"1080",1080,"CLECAT - European association for forwarding, transport, logistic and Customs services (CLECAT)","other","CLECAT"
"1081",1081,"McGuireWoods","other","McGuireWoods"
"1082",1082,"European Institute of Peace (EIP)","other","EIP"
"1083",1083,"European Federation of Food, Agriculture and Tourism Trade Unions (EFFAT)","other","EFFAT"
"1084",1084,"ACCIONA, S.A. (ANA)","other","ANA"
"1085",1085,"Perry Corp.","other","Perry Corp."
"1086",1086,"Avaaz","other","Avaaz"
"1087",1087,"World Association of Market, Social and Opinion Research (ESOMAR)","other","ESOMAR"
"1088",1088,"Grayling","other","Grayling"
"1089",1089,"ICI Global (ICI Global)","other","ICI Global"
"1090",1090,"Hanns-Seidel-Stiftung (HSS)","other","HSS"
"1091",1091,"Confederazione Italiana Agricoltori (CIA)","other","CIA"
"1092",1092,"European Federation of Road Traffic Victims (FEVR)","other","FEVR"
"1093",1093,"Salesforce","other","Salesforce"
"1094",1094,"American Insurance Association (AIA)","other","AIA"
"1095",1095,"Scotland Europa","other","Scotland Europa"
"1096",1096,"ICMP, the global voice of music publishing (ICMP)","other","ICMP"
"1097",1097,"CONSEIL DE COOPERATION ECONOMIQUE (CCE)","other","CCE"
"1098",1098,"European Federation of National Organisations working with the Homeless (FEANTSA)","other","FEANTSA"
"1099",1099,"European Council for Motor Trades and Repairs (CECRA)","other","CECRA"
"1100",1100,"Outotec Oyj","other","Outotec Oyj"
"1101",1101,"Conference of European Schools for Advanced Engineering Education and Research (CESAER)","other","CESAER"
"1102",1102,"Fédération Européenne des Fabricants d'Aliments Composés (FEFAC)","other","FEFAC"
"1103",1103,"SONAE","other","SONAE"
"1104",1104,"International Chamber of Commerce (ICC)","other","ICC"
"1105",1105,"PRIME PR agency","other","PRIME PR agency"
"1106",1106,"Private Business University, Japan","other","Private Business University, Japan"
"1107",1107,"Volvo Car Corporation AB (Volvo Cars)","other","Volvo Cars"
"1108",1108,"Fédération bancaire française (FBF)","other","FBF"
"1109",1109,"Westinghouse Electric UK Holdings Ltd. (Westinghouse)","other","Westinghouse"
"1110",1110,"Comité National des interprofessions à appelation d'origine et indication géographique (CNIV)","other","CNIV"
"1111",1111,"Elinkeinoelämän Valtuuskunta EVA ry (EVA)","other","EVA"
"1112",1112,"Repräsentanz der Oesterreichischen Nationalbank bei der Ständigen Vertretung Österreichs bei der EU","other","Repräsentanz der Oesterreichischen Nationalbank bei der Ständigen Vertretung Österreichs bei der EU"
"1113",1113,"John Wiley & Sons","other","John Wiley & Sons"
"1114",1114,"Coalition of Services Industries (CSI)","other","CSI"
"1115",1115,"Aviation Strategy & Concepts (AS&C)","other","AS&C"
"1116",1116,"Finanssialan Keskusliitto - Federation of Finnish Financial Services (FK - FFI)","other","FK - FFI"
"1117",1117,"Standard Chartered Bank","other","Standard Chartered Bank"
"1118",1118,"UNION FRANCAISE DE L'ELECTRICITE (UFE)","other","UFE"
"1119",1119,"Schneider Electric (SE)","other","SE"
"1120",1120,"HERMES INTERNATIONAL","other","HERMES INTERNATIONAL"
"1121",1121,"Unione Italiana del Lavoro (UIL)","other","UIL"
"1122",1122,"ISFE - Representing the European Videogame Industry (ISFE)","other","ISFE"
"1123",1123,"SwissCore, Contact Office for European Research, Innovation and Education (SwissCore)","other","SwissCore"
"1124",1124,"Verband Schweizerischer Elektrizitätsbetreiber (VSE)","other","VSE"
"1125",1125,"Humane Society International/Europe (HSI/Europe)","other","HSI/Europe"
"1126",1126,"The European Association for the Promotion of Cogeneration (COGEN Europe)","other","COGEN Europe"
"1127",1127,"Stichting PSI-Europe (PSI-Europe)","other","PSI-Europe"
"1128",1128,"European Road Haulers Association (UETR)","other","UETR"
"1129",1129,"European Blind Union (EBU)","other","EBU"
"1130",1130,"Hilton Worldwide","other","Hilton Worldwide"
"1131",1131,"Rio Tinto","other","Rio Tinto"
"1132",1132,"Internet Corporation for Assigned Names and Numbers (ICANN)","other","ICANN"
"1133",1133,"VR-Group Ltd (VR-Group)","other","VR-Group"
"1134",1134,"Stora Enso Oyj","other","Stora Enso Oyj"
"1135",1135,"Istituto per la Competitività (I-Com)","other","I-Com"
"1136",1136,"Syngenta International AG","other","Syngenta International AG"
"1137",1137,"European Small Business Alliance (ESBA)","other","ESBA"
"1138",1138,"United States Meat Export Federation (USMEF)","other","USMEF"
"1139",1139,"Groupe EUROTUNNEL (GET SE)","other","GET SE"
"1140",1140,"Jorgo Chatzimarkakis (JCh)","other","JCh"
"1141",1141,"Association des Banques et Banquiers, Luxembourg (ABBL)","other","ABBL"
"1142",1142,"Channel 4","other","Channel 4"
"1143",1143,"City of London Corporation","other","City of London Corporation"
"1144",1144,"Aula Europe (Aula)","other","Aula"
"1145",1145,"Ahimsa Fund","other","Ahimsa Fund"
"1146",1146,"Eurasia Group Ltd (EG)","other","EG"
"1147",1147,"Infrabel","other","Infrabel"
"1148",1148,"ACT Alliance Advocacy to the European Union (ACT Alliance EU)","other","ACT Alliance EU"
"1149",1149,"CIDSE - International Alliance of Catholic development agencies (CIDSE)","other","CIDSE"
"1150",1150,"Union for the Mediterranean","other","Union for the Mediterranean"
"1151",1151,"World Bank Group","other","World Bank Group"
"1152",1152,"Genna Cabinet Sprl","other","Genna Cabinet Sprl"
"1153",1153,"Building Societies Association (BSA)","other","BSA"
"1154",1154,"European Forum for Manufacturing (EFM)","other","EFM"
"1155",1155,"Finnish Association of Construction Product Industries (RTT)","other","RTT"
"1156",1156,"Verband Deutscher Reeder (VDR)","other","VDR"
"1157",1157,"Federatie Nederlandse Vakbeweging (FNV)","other","FNV"
"1158",1158,"International Federation for Human Rights (FIDH)","other","FIDH"
"1159",1159,"Deutsche Messe AG","other","Deutsche Messe AG"
"1160",1160,"UNI MEI Global Union (UNI MEI)","other","UNI MEI"
"1161",1161,"The European Organization for Packaging and the Environment (EUROPEN)","other","EUROPEN"
"1162",1162,"Manufacture Française des Pneumatiques Michelin (MFPM)","other","MFPM"
"1163",1163,"Terna spa","other","Terna spa"
"1164",1164,"Yelp","other","Yelp"
"1165",1165,"Association Européenne des Concessionnaires d'Autoroutes et d'Ouvrages à Péage (ASECAP)","other","ASECAP"
"1166",1166,"BBUG","other","BBUG"
"1167",1167,"The Walt Disney Company Benelux BVBA","other","The Walt Disney Company Benelux BVBA"
"1168",1168,"União Geral de Trabalhadores (UGT)","other","UGT"
"1169",1169,"Association of Commercial Television in Europe (ACT)","other","ACT"
"1170",1170,"Polish Confederation Lewiatan (Lewiatan)","other","Lewiatan"
"1171",1171,"Downstream Users of Chemicals Co-ordination Group (DUCC)","other","DUCC"
"1172",1172,"New Breeding Techniques Platform (NBT Platform)","other","NBT Platform"
"1173",1173,"Platform for Better Oral Health in Europe","other","Platform for Better Oral Health in Europe"
"1174",1174,"EU-ASEAN Business Council (EU-ABC)","other","EU-ABC"
"1175",1175,"European Aluminium AISBL","other","European Aluminium AISBL"
"1176",1176,"European Network Against Racism (ENAR)","other","ENAR"
"1177",1177,"Bouwfonds Investment Management Deutschland GmbH","other","Bouwfonds Investment Management Deutschland GmbH"
"1178",1178,"Cos&Co European Law and Advocacy Advisers (Cos&Co)","other","Cos&Co"
"1179",1179,"Chemical Industry Federation of Finland (CIFF)","other","CIFF"
"1180",1180,"VERBUND AG (VERBUND)","other","VERBUND"
"1181",1181,"Public Enterprise Electric Power Industry of Serbia (PE EPS)","other","PE EPS"
"1182",1182,"The Global Round Table (GRT)","other","GRT"
"1183",1183,"vbw - Vereinigung der Bayerischen Wirtschaft e.V. (vbw)","other","vbw"
"1184",1184,"Confederation of Norwegian Enterprise (NHO)","other","NHO"
"1185",1185,"Fundación para las Relaciones Internacionales y el Diálogo Exterior (FRIDE)","other","FRIDE"
"1186",1186,"Centro Italiano Ricerche Aerospaziali (CIRA ScpA) (CIRA)","other","CIRA"
"1187",1187,"Akamai Technologies, Inc.","other","Akamai Technologies, Inc."
"1188",1188,"Bayerischer Bankenverband e.V.","other","Bayerischer Bankenverband e.V."
"1189",1189,"Deutscher Verband für Telekommunikation und Medien (DVTM)","other","DVTM"
"1190",1190,"European Committee for Interoperable Systems (ECIS)","other","ECIS"
"1191",1191,"Universal Music Group International (UMGI)","other","UMGI"
"1192",1192,"Starbucks Coffee Company","other","Starbucks Coffee Company"
"1193",1193,"Tesco (TSCO)","other","TSCO"
"1194",1194,"WL Ross & Co. LLC","other","WL Ross & Co. LLC"
"1195",1195,"Svaz průmyslu a dopravy ČR (SP ČR)","other","SP ČR"
"1196",1196,"Akzo Nobel Deco GmH","other","Akzo Nobel Deco GmH"
"1197",1197,"WIK Wissenschaftliches Institut für Infrastruktur und Kommunikationsdienste GmbH (WIK)","other","WIK"
"1198",1198,"Verband deutscher Pfandbriefbanken e.V. (vdp)","other","vdp"
"1199",1199,"Vienna Economic Forum (VEF)","other","VEF"
"1200",1200,"Health & Environment Alliance (HEAL)","other","HEAL"
"1201",1201,"Image Sept Bruxelles","other","Image Sept Bruxelles"
"1202",1202,"SARTEAM EPS (PIGRIG)","other","PIGRIG"
"1203",1203,"EUROPEAN ASSOCIATION OF DAIRY TRADE (EUCOLAIT)","other","EUCOLAIT"
"1204",1204,"European Football Agents Association (EFAA)","other","EFAA"
"1205",1205,"European Rail Infrastructure Managers (EIM)","other","EIM"
"1206",1206,"Union of European Chambers of Commerce for Transport (UECC)","other","UECC"
"1207",1207,"European Policy Centre (EPC)","other","EPC"
"1208",1208,"Lindau Nobel Laureate Meetings (LNLM)","other","LNLM"
"1209",1209,"European Steel Tube Association (ESTA)","other","ESTA"
"1210",1210,"Checks and Balances Network","other","Checks and Balances Network"
"1211",1211,"MEHTIYEVA Kamalia","other","MEHTIYEVA Kamalia"
