"Commissioner","MemberName","Date","Location","Entity","Subject"
"Phil Hogan","Tom Tynan
						            	|
									            	
						            	Cristina Rueda Catry
						            	|","25/02/2015","Brussels","European Rural Poultry Association                                                         (ERPA)                                                   |","Nouveau règlement sur l'agriculture biologique et ses conséquences pour la production de volailles biologiques; termes réservés de qualité en volailles de chair"
"Phil Hogan","Carl-Christian Buhr
						            	|","25/02/2015","Brussels, Belgium","Independent Retail Europe (formerly UGAL - Union of Groups of Independent Retailers of Europe)                                                   |","Presentation by IRE of its organisation and members. Presentation of its work in and views about the Supply Chain Initiative and its future"
"Phil Hogan","Elisabetta Siracusa
						            	|","25/02/2015","BERL 08/323","Association Midi-Pyrénées Europe                                                   |","Exchange of views regarding the quality policies and its impact on the agriculture competitiveness as 1 out of 4 farmers of Midi-Pyrénées is involved in one of the 120 Protected Designation of Origin and Protected Geographical Designation.  In addition to that, Midi-Pyrénées Region is now leading the European network AREPO (Association of European Regions for Origin Products) since November 2014"
"Phil Hogan","Dermot Ryan
						            	|","24/02/2015","BERL 08/304","Eurogroup for Animals                                                   |                                                                                 Compassion in World Farming                                                   |                                                                                                     RSPCA (Labelling matters)                                       |                                                                                 Soil Association                                                         (SA)                                                   |","Research into consumer attitudes to method of production labelling, Research into the confusion caused by existing EU labels, The role method of production labelling can play in delivering EU objectives, The ongoing review of the EU's poultrymeat marketing standards."
"Phil Hogan","Cristina Rueda Catry
						            	|","24/02/2015","Brussels","UNITAB                                                   |","Market situation in the tobacco sector, effects of plain packaging"
"Phil Hogan","Carl-Christian Buhr
						            	|","23/02/2015","Brussels, Belgium","Kellogg Company                                                   |","General presentation Kellogg Company, increased outreach to farmers, policy debates followed closely: origin labelling, food supply chain"
"Phil Hogan","Dermot Ryan
						            	|","20/02/2015","BERL 08/318","European Environmental Bureau                                                         (EEB)                                                   |","•	discuss the greening implementation ( Member States choices) but also the whole simplification exercise but also the conference we organize in March 4th (EP – ‘sustainable future for EU farming?’) in which Commissioner Hogan will speak"
"Phil Hogan","Tom Tynan
						            	|","19/02/2015","Brussels","T&L Sugars Limited                                                         (Tate & Lyle Sugars)                                                   |","Competitiveness of the EU sugar sector in the run-up to 2017 and the abolition of sugar production quotas. concerns and brief you on Tate & Lyle Sugars current activities at EU level. discuss the CXL duty on sugar cane imports from certain third countries as well as sugar access to the EU market by way of FTA’s currently being negotiated."
"Phil Hogan","Dermot Ryan
						            	|","18/02/2015","BERL 08/318","European Wind Energy Association                                                         (EWEA)                                                   |","1.	Recognize the contribution of renewables, as home-grown sustainable energy sources, in enhancing energy security; 2.	Pave the way for the Commission to propose a robust governance system implementing the 2030 climate and energy package; 3.	Provide additional impetus to meet the 2030 interconnection objectives using the speedy completion of the Projects of Common Interest list as a benchmark; 4     Suggest a better coordination in national power system operation; 5.	Ensure that funds allocated by the Junker investment plan are earmarked for projects that help meet the EU’s 2030 climate and energy objectives."
"Phil Hogan","Tom Tynan
						            	|","18/02/2015","Brussels","European Dairy Association aisbl                                                         (EDA)                                                   |","Exchange on milk market situation; EDA commitment to transparency and cooperation : economic board of MMO, presidium of the CDG MILK & beyond; Dairy Policy & EDA dairy policy recommendations; “Dairy Policy for the 21st Century” – up-date on the EDA Conference of 18 March 2015; “2015 – A New Start for the European Dairy” – EDA Annual Convention 15 October 2015 in Edinburgh / UK"
"Phil Hogan","Tom Tynan
						            	|","13/02/2015","Brussels","Fédération Européenne des Fabricants d'Aliments Composés                                                         (FEFAC)                                                   |","FEFAC-Introducing the Agri-Food Chain Coalition & Key; FoodDrinkEurope: promoting the establishment of a Food Knowledge and Innovation Community in 2016-2017; Copa-Cogeca: Guaranteeing the functioning and further integration of the single market, Reducing adm burden & boost investment; Euroseeds: setting up a dedicated unit on ""innovation, agricultural productivity, resource-efficiency and competitiveness"" in DG AGRI."
"Phil Hogan","Tom Tynan
						            	|","12/02/2015","Brussels","Fertilizers Europe                                                   |","Understanding fertilizer prices, reducing carbon footprint of agriculture production, developing indicators for nitrogen use efficiency, Commission proposals for new fertilizer regulation"
"Phil Hogan","Tom Tynan
						            	|","12/02/2015","Brussels","Bayer AG                                                   |","Core fields of activity of Bayer CropScience, Key regulatory framework, concerns regarding the implementation of the Plant Protection Products Regulation 1107/2009 and the Maximum Residues Level Regulation 396/2005, impact of EU regulations on trade in agricultural products and product availability for farmers, impact of the hazard-based approach and regulatory cut offs for Endocrine Disruptors, Neonicotinoids and bee health"
"Phil Hogan","Tom Tynan
						            	|","11/02/2015","Brussels","Comité du commerce des céréales, aliments du bétail, oléagineux, huile d'olive, huiles et graisses et agrofournitures de l'U.E.                                                         (COCERAL)                                                   |","MiFID & MiFIR 2"
"Phil Hogan","Shane Sutherland
						            	|","11/02/2015","Brussels","Comité du commerce des céréales, aliments du bétail, oléagineux, huile d'olive, huiles et graisses et agrofournitures de l'U.E.                                                         (COCERAL)                                                   |","MIFID 2"
"Phil Hogan","Elisabetta Siracusa
						            	|","06/02/2015","BERL 08/323","Fédération Nationale des Syndicats d'Exploitants Agricoles                                                         (FNSEA)                                                   |","Meeting with the Fédération Nationale des Syndicats d’Exploitants Agricoles – France"
"Phil Hogan","Tom Tynan
						            	|","06/02/2015","Brussels","NFU Scotland                                                         (NFU Scotland)                                                   |","Simplification, retail chain, pesticide negotiations, Commissioner's visit to Royal Highlands Show"
"Phil Hogan","Tom Tynan
						            	|","05/02/2015","Brussels","Landbrug & Fødevarer - Danish Agriculture and Food Council                                                         (DAFC)                                                   |","Simplification, Greening, Fat tax, Pig price crisis, ammonia emissions"
"Phil Hogan","Tom Tynan
						            	|","05/02/2015","Brussels","Maa- ja metsätaloustuottajain Keskusliitto – Central Union of Agricultural Producers and Forest Owners                                                         (MTK)                                                   |","Simplification, Retail chain, Dairy industry consolidation, Commissioner's visit to Finland"
"Phil Hogan","Shane Sutherland
						            	|","05/02/2015","Brussels","Etihad Airways                                                   |","Airline regulation"
"Phil Hogan","Elisabetta Siracusa
						            	|","04/02/2015","BERL 08/323","Confédération Européenne de la Production de Maïs                                                         (C.E.P.M)                                                   |","Meeting with the ""Association Générale des Producteurs de Maïs"""
"Phil Hogan","Dermot Ryan
						            	|","02/02/2015","BERL 08/318","European Crop Protection Association                                                         (ECPA)                                                   |","Meeting with European Crop Protection Association"
"Phil Hogan","Carl-Christian Buhr
						            	|","02/02/2015","Brussels, Belgium","IFPI Representing recording industry worldwide                                                         (I.F.P.I.)                                                   |","Presentation IFPI, importance of cultural/music industry to the European economy, wide availability of digital music"
"Phil Hogan","Cristina Rueda Catry
						            	|
									            	
						            	Peter Power
						            	|","28/01/2015","Brussels, BERL","spiritsEUROPE                                                         (spiritsEUROPE)                                                   |","Geographical Indications and Reg 110"
"Phil Hogan","Elisabetta Siracusa
						            	|","28/01/2015","BERL 08/323","FEDERACIÓN ESPAÑOLA DE ASOCIACIONES DE PRODUCTORES EXPORTADORES DE FRUTAS, HORTALIZAS, FLORES Y PLANTAS VIVAS                                                         (FEPEX)                                                   |","Courtesy meeting"
"Phil Hogan","Carl-Christian Buhr
						            	|","27/01/2015","Brussels","Confédération Européenne des Entrepreneurs de Travaux Techniques Agricoles, Ruraux et Forestiers/ European Organisation of Agricultural and Rural Contractors / Zentralverband der europäischen Lohnunternehmer                                                         (CEETTAR)                                                   |","General presentation of CEETTAR's activities. Presentation and disucssion of arguments against supporting farmers in acquiring machinery too large for their holdings. Relations between CEETTAR and the agriculture machinery sector."
"Phil Hogan","Peter Power
						            	|","23/01/2015","Dublin, Ireland","Northern Ireland Meat Exporters Association                                                         (NIMEA)                                                   |","Nomad cattle and exporting to 3rd countries"
"Phil Hogan","Peter Power
						            	|","23/01/2015","Dublin, Ireland","Ibec                                                   |","Meeting board of Directors of IBEC to discuss Commission Work Programme"
"Phil Hogan","Tom Tynan
						            	|","22/01/2015","Brussels","European Milk Board                                                         (EMB)                                                   |","Dairy policy. Supply management. Increased production costs and exodus of European dairy farmers out of the industry."
"Phil Hogan","Elisabetta Siracusa
						            	|","21/01/2015	         
										
						
					
					
				    	
						|(Cancelled)","BERL 08/323","Confederazione Nazionale Coldiretti                                                         (Coldiretti)                                                   |","General courtesy meeting"
"Phil Hogan","Tom Tynan
						            	|","21/01/2015","Brussels","Centre national de l'économie laitière                                                         (CNIEL)                                                   |","Market developments in the dairy industry. EU dairy policy. FTAS need to open new export markets"
"Phil Hogan","Tom Tynan
						            	|","21/01/2015","Brussels","CEMA - European Agricultural Machinery                                                         (CEMA)                                                   |","Future of the CAP. Importance of ennhancing policy coherence at EU-Level. CEMA event agenda for 2015"
"Phil Hogan","Elisabetta Siracusa
						            	|","21/01/2015","BER 08/323","Confederazione Nazionale Coldiretti                                                         (Coldiretti)                                                   |","General courtesy meeting"
"Phil Hogan","Tom Tynan
						            	|","21/01/2015","Brussels","Federation of European Rice Millers                                                         (FERM)                                                   |","Impact of duty-free rice import from EBA countries"
"Phil Hogan","Shane Sutherland
						            	|","20/01/2015","Brussels","European Climate Foundation                                                         (ECF)                                                   |","Energy and Climate"
"Phil Hogan","Tom Tynan
						            	|
									            	
						            	Cristina Rueda Catry
						            	|","19/01/2015","Brussels","VanDrie Group                                                   |","Ban on sale of Dutch veal to US and market opportunities to export under FTAS"
"Phil Hogan","Tom Tynan
						            	|","15/01/2015","Brussels","EUROPEAN ASSOCIATION OF DAIRY TRADE                                                         (EUCOLAIT)                                                   |","Agricultural market development. Market management"
"Phil Hogan","Tom Tynan
						            	|","15/01/2015","Brussels","European agri-cooperatives                                                         (COGECA)                                                   |","MiFID and ongoing definition of level 2 legislation"
"Phil Hogan","Shane Sutherland
						            	|","12/01/2015","Brussels","Conféderation Européenne des Propriétaires Forestiers                                                         (CEPF)                                                   |","Forestry"
"Phil Hogan","Cristina Rueda Catry
						            	|
									            	
						            	Tom Tynan
						            	|","09/01/2015","Brussels","Meat and Livestock Australia                                                         (MLA)                                                   |","Regulation(EU)No 481/2012 and grain-fed beef quota"
"Phil Hogan","Tom Tynan
						            	|","18/12/2014","Brussels","Lega Italiana Protezione Uccelli                                                         (LIPU-Birdlife Italia)                                                   |","Rural development programmes, greening measures, engagement with the Commission, Divil dialogue groups"
"Phil Hogan","Tom Tynan
						            	|","18/12/2014","Brussels","Irish Cattle & Sheep Farmers' Association Ltd                                                         (ICSA)                                                   |","Ireland Rural development programme. LPIS"
"Phil Hogan","Cristina Rueda Catry
						            	|
									            	
						            	Tom Tynan
						            	|","17/12/2014","Brussels","COMITE EUROPEEN des FABRICANTS de SUCRE                                                         (CEFS)                                                   |","Priorities for agriculture and trade ahead of the end of single CMO for sugar in 2017. Outlets for out-of quota sugar"
"Phil Hogan","Elisabetta Siracusa
						            	|","16/12/2014","Brussels, Belgium","European Coordination Via Campesina                                                         (ECVC)                                                   |","State of Play of CAP, including productions like Milk, State of Play of TTIP and other FTAs, Food Quality, Food chains and short circuits, Policies for family farms"
"Phil Hogan","Carl-Christian Buhr
						            	|","16/12/2014","Belgium, Brussels","European Farmers                                                         (COPA)                                                   |                                                                                 European agri-cooperatives                                                         (COGECA)                                                   |","General presentation, food supply chain, unfair trading practices"
"Phil Hogan","Shane Sutherland
						            	|","16/12/2014","Brussels","Confederation of European Paper Industries                                                         (CEPI)                                                   |","Forestry"
"Phil Hogan","Dermot Ryan
						            	|","16/12/2014","BERL 08/318","EPIA SolarPower Europe                                                   |","General introduction: recent developments in solar photovoltaics and what it means for Europe’s energy market; relations to the role and opportunities for farmers, The 2030 climate and energy framework, The Energy Union Communication and the role of renewable energy sources, Aspects of a sustainable power market design"
"Phil Hogan","Dermot Ryan
						            	|","15/12/2014","BERL 08/318","Global Crop Diversity Trust                                                         (Crop Trust)                                                   |","Meeting with Global Crop Diversity Trust (Jill Craig, Edelman)"
"Phil Hogan","Tom Tynan
						            	|","12/12/2014","Brussels","Irish Farmers' Association                                                         (IFA)                                                   |","Ireland Rural Development Programme, Milk market measures, Commonage problems in Ireland"
"Phil Hogan","Shane Sutherland
						            	|","11/12/2014","Berlaymont Building","European Forest Institute                                                         (EFI)                                                   |","Forestry"
"Phil Hogan","Shane Sutherland
						            	|","10/12/2014","Berlaymont","EuropaBio                                                   |","Biotechnology"
"Phil Hogan","Tom Tynan
						            	|","10/12/2014","Brussels","Danish Dairy Board Brussels s.a.                                                         (DDBB)                                                   |","Milk market measures. Debt levels in Denmark"
"Phil Hogan","Carl-Christian Buhr
						            	|","10/12/2014","Brussels, Belgium","FoodDrinkEurope                                                         (FoodDrinkEurope)                                                   |","General presentation of the organisation, topics of current interest, http://www.supplychaininitiative.eu/"
"Phil Hogan","Carl-Christian Buhr
						            	|","09/12/2014","Brussels, Belgium","EuroCommerce                                                   |","General presentation of the association, current topics of concern, http://www.supplychaininitiative.eu/"
"Phil Hogan","Tom Tynan
						            	|
									            	
						            	Dermot Ryan
						            	|","08/12/2014","Brussels","Federazione Italiana dell'Industria Alimentare                                                         (Federalimentare)                                                   |","Milk market measures"
"Phil Hogan","Tom Tynan
						            	|","04/12/2014","Brussels","European Farmers                                                         (COPA)                                                   |","Simplification, Farmers share of retail, TTIP, Commissioners address to COPA Presidium"
"Phil Hogan","Dermot Ryan
						            	|","03/12/2014","BERL 08/318","Eli Lilly and Company                                                         (Lilly)                                                   |","Sustainable agriculture contributing to economic growth"
"Phil Hogan","Dermot Ryan
						            	|","03/12/2014","BERL 08/318","International Federation of Organic Agriculture Movements EU Regional Group                                                         (IFOAM EU Group)                                                   |","Meeting with IFOAM (Stephen Meredith)"
"Phil Hogan","Carl-Christian Buhr
						            	|","03/12/2014","Brussels, Belgium","Deutscher Raiffeisenverband e.V.                                                         (DRV)                                                   |","General presentation of the visitor's activities"
"Phil Hogan","Tom Tynan
						            	|
									            	
						            	Cristina Rueda Catry
						            	|","03/12/2014","US Dairy Export Council","US Dairy Export Council                                                         (USDEC)                                                   |","TTIP & Geographical indications"
"Phil Hogan","Cristina Rueda Catry
						            	|","03/12/2014","Brussels","Hipp GmbH & Co. Produktion KG                                                         (HiPP)                                                   |","Organic farming legislation"
"Phil Hogan","Peter Power
						            	|","02/12/2014","Brussels","Global Counsel LLP                                                         (GC)                                                   |","Informal discussion on future challenges for Europe"
"Phil Hogan","Carl-Christian Buhr
						            	|","02/12/2014","Brussels, Belgium","Deutscher Bauernverband                                                         (DBV)                                                   |","Simplification of the common agricultural policy, general presentation"
"Phil Hogan","Tom Tynan
						            	|","02/12/2014","Brussels","Irish Creamery Milk Suppliers Association                                                         (ICMSA)                                                   |","Milk price pressures for 2015, superlevy fines, measures to support to dairy farmers, TTIP"
"Phil Hogan","Tom Tynan
						            	|
									            	
						            	Cristina Rueda Catry
						            	|","01/12/2014","Brussels","South African Sugar Association                                                         (SASA)                                                   |","EU-SADC Economic Partnership Agreement"
"Phil Hogan","Dermot Ryan
						            	|","18/11/2014	         
										
						
					
					
				    	
						|(Cancelled)","BERL 08/318","McDonald's Europe                                                         (McDonald's Europe)                                                   |","Meeting with Julian Hilton Thompson (VP Corp Rels) and David Coleman (Dir Euro Pub Affrs), McDonalds"
"Phil Hogan","Dermot Ryan
						            	|","18/11/2014","BERL 08/318","McDonald's Europe                                                         (McDonald's Europe)                                                   |","Meeting with Julian Hilton Thompson (VP Corp Rels) and David Coleman (Dir Euro Pub Affrs), McDonalds"
"Věra Jourová","Monika Ladmanova
						            	|","04/11/2015","Brussels, Belgium","European Builders Confederation AISBL                                                         (EBC)                                                   |","Women in construction"
"Věra Jourová","Eduard Hulicius
						            	|","29/10/2015","Brussels, Belgium","Yelp                                                   |","Digital single market"
"Věra Jourová","Eduard Hulicius
						            	|","28/10/2015","Brussels, Belgium","Bureau Européen des Unions de Consommateurs                                                         (BEUC)                                                   |","Digital Contracts proposal"
"Věra Jourová","Kevin O'Connell
						            	|","23/10/2015","Brussels, Belgium","Bureau Européen des Unions de Consommateurs                                                         (BEUC)                                                   |","GDPR and Safe Harbour"
"Věra Jourová","Eduard Hulicius
						            	|","23/10/2015","Brussels, Belgium","SC Johnson                                                         (SCJ)                                                   |","Products safety"
"Věra Jourová","Eduard Hulicius
						            	|","23/10/2015","Brussels, Belgium","Universal Music Group International                                                         (UMGI)                                                   |","DSM – liability of platforms"
"Věra Jourová","Kevin O'Connell
						            	|","22/10/2015","Brussels, Belgium","European Elite Athletes Association                                                         (EU Athletes)                                                   |","GDPR"
"Věra Jourová","Daniel Braun
						            	|","22/10/2015","Brno, Czech republic","Evropské hodnoty o.s.                                                   |","EPPO"
"Věra Jourová","Kevin O'Connell
						            	|","21/10/2015","Brussels, Belgium","Insurance Europe                                                         (Insurance Europe)                                                   |","GDPR"
"Věra Jourová","Kevin O'Connell
						            	|","21/10/2015","Brussels, Belgium","International Association of Privacy Professionals                                                         (IAPP)                                                   |","GDPR"
"Věra Jourová","Kevin O'Connell
						            	|","21/10/2015","Brussels, Belgium","EURELECTRIC aisbl                                                         (EURELECTRIC)                                                   |","Energy union"
"Věra Jourová","Kevin O'Connell
						            	|","19/10/2015","Brussels, Belgium","Eurofinas                                                   |","Data Protection"
"Věra Jourová","Eduard Hulicius
						            	|","19/10/2015","Brussels, Belgium","BlaBlaCar                                                   |","Collaborative Economy"
"Věra Jourová","Kevin O'Connell
						            	|","19/10/2015","Brussels, Belgium","Commerzbank AG                                                   |","Data Protection"
"Věra Jourová","Kevin O'Connell
						            	|","19/10/2015","Brussels, Belgium","European Magazine Media Association                                                         (EMMA)                                                   |","Data protection, DSM"
"Věra Jourová","Monika Ladmanova
						            	|","19/10/2015","Brussels, Belgium","European Federation of National Organisations working with the Homeless                                                         (FEANTSA)                                                   |","Violence against homeless women"
"Věra Jourová","Eduard Hulicius
						            	|","15/10/2015","Brussels, Belgium","IFPI Representing recording industry worldwide                                                         (I.F.P.I.)                                                   |","DSM – copyright and role of intermediaries"
"Věra Jourová","Kevin O'Connell
						            	|","15/10/2015","Brussels, Belgium","Citigroup Inc.                                                         (Citi)                                                   |","GDPR"
"Věra Jourová","Simona Constantin
						            	|
									            	
						            	Renate Nikolay
						            	|
									            	
						            	Eduard Hulicius
						            	|","14/10/2015","Brussels, Belgium","Bureau Européen des Unions de Consommateurs                                                         (BEUC)                                                   |","DSM – Digital Contracts"
"Věra Jourová","Renate Nikolay
						            	|
									            	
						            	Monika Ladmanova
						            	|","14/10/2015","Brussels, Belgium","Svaz průmyslu a dopravy ČR                                                         (SP ČR)                                                   |","Data protection and Women on boards"
"Věra Jourová","Renate Nikolay
						            	|","13/10/2015","Brussels, Belgium","Deutscher Anwaltverein                                                         (DAV)                                                   |","EPPO, Data protection"
"Věra Jourová","Eduard Hulicius
						            	|","13/10/2015","Brussels, Belgium","Confederazione Generale dell'Industria Italiana                                                         (Confindustria)                                                   |","Product safety and market surveillance"
"Věra Jourová","Kevin O'Connell
						            	|","12/10/2015","Brussels, Belgium","Confederation of Swedish Enterprise                                                   |","Data protection"
"Věra Jourová","Eduard Hulicius
						            	|
									            	
						            	Daniel Braun
						            	|","07/10/2015","Brussels, Belgium","ArcelorMittal                                                         (AM)                                                   |","GOES steel production in Europe and decision on tariffs"
"Věra Jourová","Daniel Braun
						            	|","06/10/2015","Brussels, Belgium","Alber & Geiger                                                         (A&G)                                                   |","Changes to the Czech legal framework for gambling"
"Věra Jourová","Daniel Braun
						            	|
									            	
						            	Isabelle Perignon
						            	|
									            	
						            	Renate Nikolay
						            	|","02/10/2015","Brussels, Belgium","Microsoft Corporation                                                   |                                                                                 Twitter International Company                                                         (TIC)                                                   |                                                                                 Google                                                   |                                                                                 Facebook Ireland Limited                                                         (FB-I)                                                   |","Hate speech on-line"
"Věra Jourová","Eduard Hulicius
						            	|","01/10/2015","Belgium, Brussels","Council of Gas Detection and Environmental Monitoring                                                         (CoGDEM)                                                   |","Consumer protection in the tourism sector"
"Věra Jourová","Eduard Hulicius
						            	|","01/10/2015","Brussels, Belgium","Confederation of Finnish Industries EK                                                         (EK)                                                   |","Consumer protection package and DSM agenda"
"Věra Jourová","Simona Constantin
						            	|
									            	
						            	Eduard Hulicius
						            	|","29/09/2015","Brussels, Belgium","Airbnb Ireland                                                   |","Sharing ecnonomy and the accommodation sector"
"Věra Jourová","Kevin O'Connell
						            	|","28/09/2015","Brussels, Belgium","MasterCard Europe                                                   |","Data protection"
"Věra Jourová","Kevin O'Connell
						            	|","28/09/2015","Brussels, Belgium","Nielsen N.V.                                                         (Nielsen)                                                   |","GDPR"
"Věra Jourová","Isabelle Perignon
						            	|
									            	
						            	Renate Nikolay
						            	|","24/09/2015","Brussels, Belgium","Microsoft Corporation                                                   |","Data protection"
"Věra Jourová","Simona Constantin
						            	|","24/09/2015","Brussels, Belgium","Association Française des Entreprises Privées                                                         (AFEP)                                                   |","Corporate governance files"
"Věra Jourová","Eduard Hulicius
						            	|","23/09/2015","Brussels, Belgium","FIA Europe                                                         (FIA Europe)                                                   |","Data related issues and automobile sector"
"Věra Jourová","Renate Nikolay
						            	|","23/09/2015","Brussels, Belgium","SCHUFA Holding AG                                                   |","Data protection reform"
"Věra Jourová","Kevin O'Connell
						            	|","22/09/2015","Brussels, Belgium","Zweites Deutsches Fernsehen                                                         (ZDF)                                                   |                                                                                 ARD Verbindungsbüro Brüssel                                                   |","Copyright"
"Věra Jourová","Daniel Braun
						            	|","22/09/2015","Brussels, Belgium","European Network of Councils for the Judiciary                                                         (ENCJ)                                                   |","Justice Scoreboard"
"Věra Jourová","Eduard Hulicius
						            	|","22/09/2015","Brussels, Belgium","Radiocentre                                                   |","Consumer Credit Directive"
"Věra Jourová","Kevin O'Connell
						            	|","21/09/2015","Brussels, Belgium","Interactive Advertising Bureau Europe                                                         (IAB Europe)                                                   |","Data protection"
"Věra Jourová","Isabelle Perignon
						            	|
									            	
						            	Kevin O'Connell
						            	|","21/09/2015","Brussels, Belgium","Center for Democracy & Technology                                                         (CDT)                                                   |","Agreement with the United States on mutual legal assistance"
"Věra Jourová","Eduard Hulicius
						            	|","21/09/2015","Brussels, Belgium","CA Technologies                                                   |","Digital Single Market"
"Věra Jourová","Kevin O'Connell
						            	|","18/09/2015","Brussels, Belgium","World Federation of Advertisers                                                         (WFA)                                                   |","Data protection"
"Věra Jourová","Kevin O'Connell
						            	|
									            	
						            	Renate Nikolay
						            	|","17/09/2015","Brussels, Belgium","Deutsche Telekom                                                         (DT)                                                   |","Data protection"
"Věra Jourová","Monika Ladmanova
						            	|","16/09/2015","Brussels, Belgium","Stichting ERGO Network                                                         (ERGO)                                                   |","Roma issues"
"Věra Jourová","Monika Ladmanova
						            	|","16/09/2015","Brussels, Belgium","Transgender Europe                                                         (TGEU)                                                   |","Current situation of transgender people in Europe"
"Věra Jourová","Monika Ladmanova
						            	|","15/09/2015","Brussels, Belgium","The European Region of the International Lesbian, Gay, Bisexual, Trans and Intersex Association                                                         (ILGA-Europe)                                                   |","LGBTI"
"Věra Jourová","Simona Constantin
						            	|
									            	
						            	Kevin O'Connell
						            	|","15/09/2015","Brussels, Belgium","Atlantic Council                                                   |","Data protection and DSM"
"Věra Jourová","Renate Nikolay
						            	|","15/09/2015","Brussels, Belgium","Trans-Atlantic Business Council                                                         (TABC)                                                   |","Digital Single Market Strategy"
"Věra Jourová","Renate Nikolay
						            	|","14/09/2015","Brussels, Belgium","vbw - Vereinigung der Bayerischen Wirtschaft e.V.                                                         (vbw)                                                   |","Women in the working environment"
"Věra Jourová","Simona Constantin
						            	|
									            	
						            	Eduard Hulicius
						            	|","14/09/2015","Brussels, Belgium","The Alternative Investment Management Association Limited                                                         (AIMA)                                                   |","Remuneration policy under CRD IV and EBA guidelines on proportionality"
"Věra Jourová","Daniel Braun
						            	|","14/09/2015","Brussels, Belgium","European Network Against Racism                                                         (ENAR)                                                   |","Fundamental rights colloquium"
"Věra Jourová","Monika Ladmanova
						            	|","10/09/2015","Brussels, Belgium","European Women's Lobby                                                         (EWL)                                                   |","New initiative on work balance"
"Věra Jourová","Eduard Hulicius
						            	|","08/09/2015","Brussels, Belgium","FederlegnoArredo - Federazione Italiana delle Industrie del Legno, del Sughero, del Mobile e dell'Arredamento                                                         (FLA)                                                   |","Product safety and information labelling"
"Věra Jourová","Eduard Hulicius
						            	|","04/09/2015","Vienna, Austria","European Law Institute                                                         (ELI)                                                   |","Overview of DG Justice and Consumers policies"
"Věra Jourová","Simona Constantin
						            	|
									            	
						            	Renate Nikolay
						            	|","02/09/2015","Brussels, Belgium","Deutscher Anwaltverein                                                         (DAV)                                                   |","Legal profession (lawyers) aspects under justice files"
"Věra Jourová","Renate Nikolay
						            	|
									            	
						            	Simona Constantin
						            	|","01/09/2015","Brussels, Belgium","Hubert Burda Media Holding Kommanditgesellschaft                                                   |","Data protection, Digital Single Market"
"Věra Jourová","Monika Ladmanova
						            	|","27/08/2015","Brussels, Belgium","Equinet - the European Network of Equality Bodies                                                         (Equinet)                                                   |","Equality bodies management and opportunities"
"Věra Jourová","Monika Ladmanova
						            	|","24/07/2015","Brussels, Belgium","Women's Entrepreneurship Academy                                                         (WEA)                                                   |","Gender equality"
"Věra Jourová","Monika Ladmanova
						            	|","23/07/2015","Brussels, Belgium","Stichting ERGO Network                                                         (ERGO)                                                   |","Roma issues"
"Věra Jourová","Monika Ladmanova
						            	|","23/07/2015","Brussels, Belgium","Amnesty International European Institutions Office                                                         (AI EIO)                                                   |","Infringment cases"
"Věra Jourová","Eduard Hulicius
						            	|","16/07/2015","Brussels, Belgium","Amazon Europe Core SARL                                                   |","Digital single market and consumer protection online"
"Věra Jourová","Monika Ladmanova
						            	|","16/07/2015","Brussels, Belgium","Stichting ERGO Network                                                         (ERGO)                                                   |","Roma issues"
"Věra Jourová","Eduard Hulicius
						            	|","15/07/2015","Brussels, Belgium","ALLO TAXI SAS - Les Taxis Bleus                                                   |","Sharing economy and new business models opportunities"
"Věra Jourová","Eduard Hulicius
						            	|
									            	
						            	Simona Constantin
						            	|","15/07/2015","Brussels, Belgium","Uber                                                   |","Sharing economy and new business models opportunities"
"Věra Jourová","Renate Nikolay
						            	|","01/07/2015","Brussels, Belgium","Gesamtverband der Deutschen Versicherungswirtschaft e.V.                                                         (GDV)                                                   |","Data protection"
"Věra Jourová","Daniel Braun
						            	|","30/06/2015","Brussels, Belgium","European NGO Alliance for Child Safety Online                                                         (eNACSO)                                                   |","Children protection for online content"
"Věra Jourová","Renate Nikolay
						            	|","29/06/2015","Brussels, Belgium","Facebook Ireland Limited                                                         (FB-I)                                                   |","Women and tech"
"Věra Jourová","Kevin O'Connell
						            	|","25/06/2015","Brussels, Belgium","Yahoo! EMEA Ltd.                                                   |","Data protection"
"Věra Jourová","Kevin O'Connell
						            	|","25/06/2015","Brussels, Belgium","Information Technology Telecommunications and Electronics Association                                                         (techUK)                                                   |","Data protecion"
"Věra Jourová","Kevin O'Connell
						            	|","25/06/2015","Brussels, Belgium","Delta Holding                                                   |","Rule of law in Serbia"
"Věra Jourová","Kevin O'Connell
						            	|","25/06/2015","Brussels, Belgium","Computer & Communications Industry Association                                                         (CCIA)                                                   |","Data protection"
"Věra Jourová","Kevin O'Connell
						            	|","25/06/2015","Brussels, Belgium","Sacchi Consulting                                                         (SACO)                                                   |","Communication"
"Věra Jourová","Simona Constantin
						            	|
									            	
						            	Eduard Hulicius
						            	|","24/06/2015","Brussels, Belgium","Bureau Européen des Unions de Consommateurs                                                         (BEUC)                                                   |","Energy Union"
"Věra Jourová","Daniel Braun
						            	|","24/06/2015","Brussels, Belgium","European Jewish Congress European Office                                                         (EJC European Office)                                                   |                                                                                 Transatlantic Institute                                                         (TAI)                                                   |","Colloquium on Fundamental rights"
