,Name,Type,Betweenness,Closeness,Degree
2641,STMicroelectronics,Organizaion,1.1637440980669894e-12,0.22732771753741374,12
2642,Nederlandse Spoorwegen,Organizaion,0.0,0.19566516901598566,1
2643,YZR,Organizaion,8.673828471096601e-14,0.2000433719738191,2
2644,Stichting European Federation of Energy Traders,Organizaion,1.2746394066202257e-15,0.23679727427597955,2
2645,Euroclear SA/NV,Organizaion,4.4641274924997825e-13,0.2031716156418317,5
2646,Accor,Organizaion,7.995039129409968e-14,0.21478314247613403,3
2647,SINTEF AS,Organizaion,0.0,0.1969946999553476,1
2648,Instinctif Partners,Organizaion,0.0,0.18298378807278234,1
2649,Federacja Przedsiębiorców Polskich,Organizaion,3.93345762708323e-15,0.20096252871742057,2
2650,European Chronic Disease Alliance,Organizaion,0.0,0.18183610200168449,1
2651,Povod,Organizaion,0.0,0.1255770206551737,1
2652,Fundación General de la Universidad de Salamanca,Organizaion,1.1580710119856735e-12,0.19708653005729823,3
2653,General Aviation Manufacturers Association,Organizaion,5.357022095091894e-13,0.20184599470867895,4
2654,Young Königswinter Alumni,Organizaion,0.0,0.18945108289768484,1
2655,Industria,Organizaion,4.656621612911837e-13,0.19203618539336476,4
2656,Emmaus Europe,Organizaion,0.0,0.18048095051759097,1
2657,Savannah Resources PLC,Organizaion,7.583603046705572e-14,0.19425300559001454,2
2658,Association Nationale des Sociétés par Actions,Organizaion,4.956799730598702e-14,0.2040254152089114,2
2659,CIRFS: European Man-made Fibres Association,Organizaion,0.0,0.18205468637864217,1
2660,MAZARS,Organizaion,1.324824438709044e-13,0.2037713872600209,3
2661,Zurich Insurance Company Ltd,Organizaion,3.316913968045756e-12,0.247090050163152,8
2662,The Shift Project,Organizaion,4.595962367557892e-13,0.2416009904997738,3
2663,Canada 20/20 Corporation,Organizaion,0.0,0.19566516901598566,1
2664,Universität Wien,Organizaion,2.226605851605391e-15,0.21068477222706697,2
2665,Maa- ja metsätaloustuottajain Keskusliitto – Central Union of Agricultural Producers and Forest Owners,Organizaion,1.7741449012552877e-11,0.2409698639245767,20
2666,European Sustainable Agriculture through Genome Editing,Organizaion,1.6947378544245303e-15,0.17996559246581417,2
2667,Women's Network for Change,Organizaion,0.0,0.22261468594370462,1
2668,Nordea Bank Abp,Organizaion,7.42591220191579e-13,0.21948001384322546,3
2669,eco - Verband der Internetwirtschaft,Organizaion,0.0,0.19266333757381282,1
2670,Talga Group Ltd,Organizaion,5.967312185276646e-13,0.2199557790687592,5
2671,Mosa Meat,Organizaion,0.0,0.1885183464932652,1
2672,Nano Energies,Organizaion,0.0,0.1885183464932652,1
2673,FedEx Express Belgium International BVBA,Organizaion,5.491883633235771e-13,0.22783815340398778,3
2674,Suntory Beverage and Food Europe,Organizaion,0.0,0.1998385063809674,1
2675,Drägerwerk AG & Co. KGaA,Organizaion,0.0,0.18978771158701954,1
2676,CMB.TECH,Organizaion,0.0,0.19566516901598566,1
2677,Federation of the European Sporting Goods Industry,Organizaion,1.367639628005654e-12,0.2174155257011849,6
2678,Eurocities,Organizaion,2.7936879426042632e-11,0.267942962767362,26
2679,Associazione Nazionale fra le Imprese Assicuratrici,Organizaion,5.303123422038746e-13,0.2023410704315227,5
2680,educación investigación y datos en nuevos formatos,Organizaion,4.842292608293911e-13,0.23248407643312102,5
2681,Kom op tegen Kanker,Organizaion,0.0,0.18711735634727447,1
2682,The Green Tank,Organizaion,0.0,0.19434974142884504,1
2683,IT-Political Association of Denmark,Organizaion,0.0,0.19850927302605836,1
2684,Positive Money Europe,Organizaion,0.0,0.18292770867135388,1
2685,"CEMENT,GLASS",Organizaion,0.0,0.18967064189315488,1
2686,European Refurbishment Association,Organizaion,0.0,0.19538636319873684,1
2687,Klimadelegation e.V.,Organizaion,0.0,0.2203905214917139,1
2688,OMA,Organizaion,0.0,0.19566516901598566,1
2689,Associação Técnica da Indústria de Cimento,Organizaion,0.0,0.17574823333795206,1
2690,FRANCE INVEST,Organizaion,0.0,0.16467056150600454,1
2691,Forum Atomique Européen,Organizaion,8.447949112616599e-13,0.2224536326566405,6
2692,Deutscher Fussball-Bund e.V.,Organizaion,1.0717675592701067e-12,0.20825038481272448,3
2693,Social Progress Imperative,Organizaion,1.0882056109265429e-12,0.20640764849471116,5
2694,InToRingy OÜ,Organizaion,0.0,0.20871729471778838,1
2695,Action and Protection League,Organizaion,0.0,0.16989819837921102,1
2696,The Global Fund for Survivors of Conflict-related Sexual Violence,Organizaion,0.0,0.17897206152109496,1
2697,DP World,Organizaion,0.0,0.18831542415975355,1
2698,Grundfos Holding A/S,Organizaion,3.5062291666482094e-14,0.19992119003053888,2
2699,Aena,Organizaion,3.9704855863766147e-13,0.19770092547491475,2
2700,WACKER CHEMIE AG,Organizaion,1.939340114229557e-12,0.25546324269889226,8
2701,Association of Latvian Organic Agriculture,Organizaion,2.8905738879682673e-14,0.1888973695478154,2
2702,Polski Związek Pszczelarski,Organizaion,3.372804689856224e-14,0.18202855912743973,2
2703,Inmarsat Global Ltd,Organizaion,4.797829824569845e-13,0.20047020704915441,4
2704,Hitachi Europe Ltd.,Organizaion,0.0,0.1873592082425496,1
2705,Confédération des Fabricants de Levure de l'Union Européenne,Organizaion,0.0,0.1863989565920238,1
2706,Confederația Patronală CONCORDIA,Organizaion,0.0,0.1873592082425496,1
2707,Plastics Europe,Organizaion,4.775853829610088e-13,0.21052740777625628,5
2708,acquaviti,Organizaion,0.0,0.2007359196027617,1
2709,Stichting Solidaridad Nederland,Organizaion,1.1041737704625121e-12,0.23673650319630443,5
2710,EU DisinfoLab,Organizaion,4.4292285763276395e-12,0.23352742169340177,12
2711,The Church of Jesus Christ of Latter-day Saints - European Union and International Affairs Office,Organizaion,6.796817495749186e-13,0.19026100652516312,4
2712,Euroheat and Power,Organizaion,6.248646151950653e-13,0.2164462457337884,6
2713,EUROPA DONNA-The European Breast Cancer Coalition,Organizaion,0.0,0.20630273457354883,1
2714,the Mozilla Foundation,Organizaion,0.0,0.18435348194981924,1
2715,Forum Umwelt und Entwicklung,Organizaion,3.890836607057533e-15,0.2087645303981072,2
2716,Planet First Partners Gérant S.à r.l.,Organizaion,1.2777024456181046e-13,0.19824554548296341,2
2717,European Health Forum Gastein,Organizaion,2.627131891723374e-13,0.183380622774836,2
2718,Ekotrend Slovakia - zväz ekologického poľnohospodárstva,Organizaion,5.2821024459811334e-14,0.18166356344886853,2
2719,E-Agronom OÜ,Organizaion,3.0117509565069225e-13,0.2148877594239729,2
2720,MERCATOR OCEAN INTERNATIONAL,Organizaion,6.476169139059737e-14,0.19988180833251257,3
2721,Arnika,Organizaion,0.0,0.21014807911359634,1
2722,Corporate Europe Observatory,Organizaion,5.0914873924712746e-12,0.24298953519001892,12
2723,EuroAppMobility.EU,Organizaion,0.0,0.19444657366242526,1
2724,Rare Earths Norway AS,Organizaion,1.2322512653947852e-13,0.19320626820769626,2
2725,The Institute of International and European Affairs,Organizaion,1.598509680922037e-12,0.21416209371042633,7
2726,IVECO GROUP N.V.,Organizaion,1.1600664476590137e-13,0.2187985164740383,2
2727,Eunomia Research & Consulting Limited,Organizaion,4.449227239993557e-14,0.19988574580411314,3
2728,Goethe-Institut e.V.,Organizaion,1.6574112234201358e-14,0.1946517293636939,2
2729,abkürzung: Light for the World International,Organizaion,9.381748176514656e-14,0.2239560342544363,2
2730,Terre des Hommes International Federation,Organizaion,4.6360561515239834e-14,0.1922362837223401,5
2731,King & Spalding LLP,Organizaion,0.0,0.2122892171220553,1
2732,Uniper,Organizaion,4.08183812370046e-13,0.24273377508791236,6
2733,Papel,Organizaion,0.0,0.17577258869179602,1
2734,OrangeGreen BV,Organizaion,0.0,0.1885183464932652,1
2735,Trans Oceanic Wind Transport,Organizaion,0.0,0.16959719204412502,1
2736,antonino maletta,Organizaion,0.0,0.17668773616117292,1
2737,Gasum Oy,Organizaion,7.230508744507817e-13,0.2382484151209204,4
2738,Environmental Defense Fund Europe,Organizaion,2.2875440928619036e-12,0.23081822524510362,9
2739,AMADEUS IT GROUP S.A.,Organizaion,1.2471059730632267e-11,0.2571008690804976,21
2740,"Polski Związek Hodowców i Producentów Trzody Chlewnej ""POLSUS""",Organizaion,2.624947422042536e-15,0.18578464580625081,2
2741,European University Association,Organizaion,0.0,0.1770947868125731,1
2742,International Chamber of Commerce,Organizaion,2.406908755152486e-12,0.22391649748433223,8
2743,FEXCO Merchant Services Limited,Organizaion,6.788271915413246e-14,0.1909951625350575,2
2744,Université libre de Bruxelles,Organizaion,0.0,0.1858867495923938,1
2745,Estonian Forest and Wood Industries Association,Organizaion,0.0,0.20023285184308154,1
2746,Polyolefin Circular Economy Platform,Organizaion,0.0,0.1863989565920238,1
2747,Journalismfund.eu,Organizaion,1.929662195072188e-13,0.1791047410597663,2
2748,Bureau Européen des Unions de Consommateurs,Organizaion,2.2200880373562974e-10,0.3111145178598804,73
2749,Cajas y Seguros,Organizaion,4.690107701564125e-15,0.19178936624643242,2
2750,Unilever,Organizaion,2.473233707154169e-11,0.2696088851100011,26
2751,Sumitomo Benelux S.A./N.V.,Organizaion,0.0,0.18471592667431233,1
2752,KONE Corporation,Organizaion,2.48106197682038e-13,0.2220933286639818,2
2753,Moderna Inc.,Organizaion,1.0055717773875798e-12,0.21144869550721013,5
2754,Ernst & Young Core Business Services BV,Organizaion,4.260171664411417e-12,0.2321224321727593,10
2755,TikTok Technology Ltd,Organizaion,1.595330473655587e-11,0.2590833652495851,28
2756,Chemicals,Organizaion,3.5512559512233832e-12,0.25190536481219433,18
2757,IDH The Sustainable Trade Initiative,Organizaion,0.0,0.18849033120948117,1
2758,Closing the Loop B.V.,Organizaion,0.0,0.19538636319873684,1
2759,Alliance for the Freedom of the CAR Repair,Organizaion,2.1355967824668546e-13,0.19530738730415367,3
2760,SUEZ Group,Organizaion,1.4259232451960065e-11,0.24987687155240346,21
2761,Sustainary,Organizaion,0.0,0.16447837645075536,1
2762,Erasmus Student Network,Organizaion,4.865155606861445e-14,0.1867557469677728,2
2763,ORGANIZACION NACIONAL DE CIEGOS DE ESPAÑA,Organizaion,2.6995776744242372e-14,0.1800070959730353,2
2764,Cultivate Partners,Organizaion,0.0,0.17792077992670652,1
2765,Federation of European Aquaculture Producers,Organizaion,3.8488546952053485e-15,0.19109227871939735,2
2766,The Club of Rome,Organizaion,4.6748759070139145e-12,0.2466456003889159,9
2767,Wien Energie GmbH,Organizaion,0.0,0.19408951798010712,1
2768,FOGTEC Brandschutz GmbH,Organizaion,0.0,0.19266333757381282,1
2769,Arbeitsgemeinschaft der deutschen Familienorganisationen e.V.,Organizaion,0.0,0.19184375708991908,1
2770,European Heart Network,Organizaion,3.2893256969881566e-13,0.21854875185767517,3
2771,SafeToNet,Organizaion,0.0,0.1917132708585248,1
2772,Federturismo Confindustria -  Federazione Nazionale dei Viaggi e del Turismo,Organizaion,1.425710988243499e-12,0.22712418300653595,6
2773,Teréga,Organizaion,0.0,0.22145351374945438,1
2774,WIFO - Österreichisches Institut für Wirtschaftsforschung,Organizaion,9.152616068449005e-15,0.19996452782594987,2
2775,Renewable Carbon Initiative,Organizaion,8.991873655329962e-16,0.2021677193122273,2
2776,European Medicinal Cannabis Association,Organizaion,3.5209047344014333e-15,0.20138530544198785,2
2777,Greenpeace European Unit,Organizaion,6.473089572975095e-11,0.27683954928655224,52
2778,Transport and Environment (European Federation for Transport and Environment),Organizaion,1.3993925961049455e-10,0.2864523049995765,72
2779,Cosmetics Europe,Organizaion,8.885490901778468e-13,0.24674756219147437,5
2780,Irish Offshore Operators' Association,Organizaion,3.036992340408534e-14,0.19199984862532876,2
2781,Eesti Meediaettevõtete Liit MTÜ,Organizaion,0.0,0.18980901251426327,1
2782,Association des Banques et Banquiers,Organizaion,1.503569893886533e-12,0.2213955315063711,10
2783,a Match Group Company,Organizaion,2.619631342463784e-13,0.21809779688339603,4
2784,European Association of Communications Agencies,Organizaion,0.0,0.17668773616117292,1
2785,Liberty Mutual Insurance Group,Organizaion,0.0,0.18292770867135388,1
2786,EUROPEAN LOGISTICS PLATFORM,Organizaion,0.0,0.19266333757381282,1
2787,National Association of Manufacturers,Organizaion,0.0,0.17996878436380406,1
2788,Snap,Organizaion,1.0266300261715085e-12,0.23986478500342764,10
2789,European Movement International,Organizaion,1.4755543250468276e-12,0.2146195985532689,8
2790,Fundació ENT,Organizaion,2.131867569633578e-14,0.19321730520222408,4
2791,The Walt Disney Company Benelux BVBA,Organizaion,4.220706578417553e-14,0.20580897714135044,2
2792,Bund für Umwelt und Naturschutz Deutschland,Organizaion,3.890836607057533e-15,0.2087645303981072,2
2793,R CUBE NORD,Organizaion,7.179484107964818e-14,0.2033874523952696,3
2794,Avast Software s.r.o.,Organizaion,3.2150858812046234e-12,0.23850041132918087,8
2795,z.ú.,Organizaion,0.0,0.18087666446817233,1
2796,The American European Community Association,Organizaion,1.6941527884429281e-12,0.21677918304563323,6
2797,Applied Materials,Organizaion,0.0,0.1839824485059472,1
2798,Copenhagen Economics,Organizaion,3.098647737428057e-14,0.20690006728789023,2
2799,Ośrodek Studiów Wschodnich im. Marka Karpia,Organizaion,3.417950736795637e-13,0.21963678867507955,2
2800,Association Française des Marchés Financiers,Organizaion,2.8650429945415878e-15,0.19397449867140754,3
2801,Lithuanian RDI Liaison Office LINO,Organizaion,0.0,0.18147836817913543,1
2802,Germanwatch,Organizaion,1.2441786055844188e-12,0.24841481626557643,7
2803,McKinsey Global Institute,Organizaion,1.697231499766452e-12,0.24340337747073498,7
2804,PwCIL,Organizaion,3.108307290607671e-12,0.22319739562711716,9
2805,EUChanger,Organizaion,4.1929936396630454e-13,0.18970964907360668,3
2806,European Network of Political Foundations,Organizaion,1.8736776047574788e-12,0.23365110067237727,5
2807,Vaccines Europe,Organizaion,2.7339141822117837e-13,0.2263540644240207,8
2808,PostNL Holding B.V.,Organizaion,7.789223744779969e-15,0.21662183510524743,2
2809,IPSOS NV,Organizaion,0.0,0.18183936059639438,1
2810,Helsingin yliopisto,Organizaion,8.220180678729577e-13,0.20148527630507734,3
2811,Pro Wildlife,Organizaion,9.009334678308441e-14,0.20256727621177034,3
2812,Solar Heat Europe/ESTIF,Organizaion,0.0,0.2193945945945946,1
2813,EUROPEAN AUSTRALIAN BUSINESS COUNCIL,Organizaion,3.4851627095250878e-12,0.1974547082060363,4
2814,Fleishman-Hillard,Organizaion,1.0534176067422023e-11,0.2537765106042417,15
2815,Micro-Mobility for Europe,Organizaion,0.0,0.19266333757381282,1
2816,Stichting Goed Hout & Goed Papier!,Organizaion,0.0,0.19569158373833218,1
2817,Riva Group,Organizaion,1.1219909856916779e-13,0.2307657319597007,5
2818,European Policy Centre,Organizaion,3.922537791418866e-11,0.2698239642610222,29
2819,VON ARDENNE GmbH,Organizaion,1.2638259193245383e-15,0.21491961959629763,2
2820,EUROPEAN FEDERATION OF JEWELLERY,Organizaion,1.6189764374909234e-14,0.19039666754231246,2
2821,Bund deutscher Baumschulen,Organizaion,6.960826778902663e-14,0.21939933836407274,2
2822,ALTERMIND,Organizaion,0.0,0.1645957695302362,1
2823,B4Ukraine,Organizaion,0.0,0.17746336003357935,1
2824,European Network of Social Integration Enterprises,Organizaion,6.605155068590369e-15,0.19651399244698364,2
2825,Boehringer Ingelheim,Organizaion,3.7699006851625854e-12,0.22484433512818808,8
2826,JOINT-STOCK COMPANY ACCENT-BANK,Organizaion,6.846765065602001e-15,0.20448591350610618,2
2827,Loneliness in Europe,Organizaion,0.0,0.1725504200251675,1
2828,Schibsted ASA,Organizaion,9.861876945160211e-12,0.2585947654119626,19
2829,Siemens AG,Organizaion,1.3054076208440824e-11,0.2685954788501244,17
2830,WaterAid,Organizaion,5.588805016496115e-13,0.22882464369475014,7
2831,Eesti Tööandjate Keskliit,Organizaion,4.427183260995918e-13,0.2048740106606364,4
2832,Smart,Organizaion,2.226605851605391e-15,0.21068477222706697,2
2833,Association of European Cancer Leagues,Organizaion,0.0,0.18183610200168449,1
2834,Centre for Fine Arts,Organizaion,0.0,0.16670500098573962,1
2835,DROG BV,Organizaion,0.0,0.180873440285205,1
2836,European Alliance for Wolf Conservation,Organizaion,2.1504820916688996e-14,0.19140588157621716,2
2837,Europeana Foundation,Organizaion,0.0,0.19144199384940475,1
2838,Berbalk Communications,Organizaion,1.0114952936038284e-13,0.19257192742731344,2
2839,FVE/FECAVA,Organizaion,0.0,0.1761723700887199,1
2840,Red Hat Limited,Organizaion,0.0,0.1572544400706692,1
2841,Danish Fishers Producer Organisation,Organizaion,1.6605577762068038e-13,0.20298059611922384,3
2842,NN Group N.V.,Organizaion,0.0,0.22516365250194165,1
2843,Bulgarian Industrial Capital Association,Organizaion,7.802841865725976e-16,0.21967007273986838,2
2844,Bund der Richterinnen und Richter,Organizaion,0.0,0.1829903879100467,1
2845,Intesa Sanpaolo,Organizaion,5.629587896403223e-12,0.24376591553356075,10
2846,Samsung Electronics Europe,Organizaion,2.006380386095746e-12,0.23155036283145453,8
2847,Edelman Public Relations Worldwide,Organizaion,3.8217026947128844e-14,0.20722118978087284,2
2848,Access Info Europe,Organizaion,0.0,0.19586534378257345,1
2849,Association des régions européennes des produits d'origine,Organizaion,0.0,0.18091536363150107,1
2850,Conde Nast Holdings Limited,Organizaion,2.1404092803378164e-12,0.21981759493945105,4
2851,de l'Industrie et du Commerce de Volailles dans les Pays de l'Union Europeenne asbl,Organizaion,2.5335390309916666e-12,0.21995101120672836,15
2852,Confindustria Dispositivi Medici,Organizaion,0.0,0.17875136525384913,1
2853,FiCom ry,Organizaion,5.214264477874544e-13,0.19636187711659409,4
2854,Avio S.p.A.,Organizaion,4.956799730598705e-14,0.2040254152089114,2
2855,Disinformation Index Ltd,Organizaion,5.174598190690972e-13,0.21019596470149562,5
2856,Freie Universität Berlin,Organizaion,0.0,0.180873440285205,1
2857,Aurubis AG,Organizaion,2.0550825176970377e-12,0.24092409240924093,9
2858,WorldLife Foundation,Organizaion,0.0,0.1885183464932652,1
2859,Huawei Technologies,Organizaion,1.9690684545889605e-11,0.2519428926132837,21
2860,Polskie Stowarzyszenie Paliw Alternatywnych,Organizaion,0.0,0.19266333757381282,1
2861,First Solar GmbH,Organizaion,0.0,0.1728885178306725,1
2862,Barilla G. e R. Fratelli SpA,Organizaion,6.339867932284e-14,0.192174390636541,2
2863,Public Power Corporation S.A.,Organizaion,2.843762074733956e-12,0.24449424124138597,6
2864,Asociación de Usuarios de la Comunicación,Organizaion,4.690107701564125e-15,0.19178936624643242,2
2865,ERAMET,Organizaion,3.0463990766281163e-12,0.23468868535479692,11
2866,Raiffeisen Bank International AG,Organizaion,1.29769547052542e-11,0.2341525325949002,16
2867,ONTRAS Gastransport GmbH,Organizaion,0.0,0.19667396739867812,1
2868,European Biodiesel Board,Organizaion,7.824562525379631e-14,0.20202683868912516,2
2869,Union of Greek Shipowners - ΕΝΩΣΙΣ ΕΛΛΗΝΩΝ ΕΦΟΠΛΙΣΤΩΝ,Organizaion,1.402731064805709e-12,0.20728892157463585,7
2870,Stichting World Benchmarking Alliance Foundation,Organizaion,3.4447092567200566e-13,0.21503348308892092,4
2871,Atria Oyj,Organizaion,2.175527180118882e-14,0.18511694092750028,2
2872,Humane Society International/Europe,Organizaion,1.6713525228604687e-12,0.21549014610941217,8
2873,eBay EU liaison office,Organizaion,3.943339432262573e-12,0.24657966999586886,10
2874,EVN AG,Organizaion,0.0,0.19782812134445918,1
2875,Korea International Trade Association,Organizaion,0.0,0.16388597270451424,1
2876,OGM dangers,Organizaion,0.0,0.20663462713314054,1
2877,Mirakl,Organizaion,0.0,0.19537131524731888,1
2878,UTEXBEL,Organizaion,2.8639157236224175e-15,0.22628339503144373,2
2879,Make.org,Organizaion,2.910737974889281e-12,0.21089495780853806,7
2880,King Baudouin Foundation,Organizaion,0.0,0.18407924097019393,1
2881,Fairtrade Labelling Organizations International e.V.,Organizaion,0.0,0.21682087224085986,1
2882,Zveza svobodnih sindikatov Slovenije,Organizaion,1.5392947027970336e-14,0.1951608870424865,2
2883,European Patients' Forum (EPF),Organizaion,1.0161853631183493e-11,0.25355456158324796,15
2884,FH Europe,Organizaion,0.0,0.21389573979215412,1
2885,Swedish Bankers´ Association,Organizaion,0.0,0.18919322059179983,1
2886,HateAid gGmbH,Organizaion,3.464043586473458e-13,0.2058841432484529,4
2887,Association of National Organisations of Fishing Enterprises in the European Union,Organizaion,4.633207847147465e-13,0.2032000961230375,5
2888,TrueLayer Ireland,Organizaion,0.0,0.17310087173100872,1
2889,Robert Bosch Stiftung GmbH,Organizaion,0.0,0.19285741437640172,1
2890,GFG Alliance,Organizaion,1.7957900794530617e-13,0.21816813588475598,2
2891,Fédération Internationale de l'Automobile,Organizaion,3.0773221795781293e-12,0.23422279673145285,11
2892,Bundesverband IT-Sicherheit e.V. (TeleTrusT),Organizaion,0.0,0.22319248619756726,1
2893,Confederation of Family Organisations in the European Union,Organizaion,2.9150645085168407e-12,0.2312653842647461,7
2894,Hague Corporate Affairs,Organizaion,2.212803839142397e-12,0.21041390179163902,5
2895,Defend Democracy,Organizaion,3.8033612683705975e-13,0.18961038961038962,4
2896,European Olympic Committees EU Office,Organizaion,1.2348841901756822e-13,0.18664925318225295,2
2897,Validity Foundation - Mental Disability Advocacy Centre,Organizaion,4.470165683904405e-13,0.1910527009470731,2
2898,Wikimedia Europe (WMEU),Organizaion,0.0,0.18938036580813736,1
2899,Critical Raw Materials Alliance,Organizaion,1.2459033694652756e-13,0.20919924129968662,3
2900,Union of Mediterranean Confederations of Enterprises,Organizaion,1.301281107889695e-13,0.23160321373139778,4
2901,Green Course,Organizaion,2.160698539581979e-14,0.21194335366363104,2
2902,Cloud Communications Alliance,Organizaion,0.0,0.19103111998042058,1
2903,Acumen Public Affairs,Organizaion,5.396204910207771e-13,0.20652948240418473,3
2904,Europe Affaires Publiques,Organizaion,0.0,0.19232737542409825,1
2905,Security and Defence Industries Association of Europe,Organizaion,5.465436632339806e-12,0.24026804318999812,13
2906,Latham & Watkins LLP,Organizaion,0.0,0.20655891214070515,1
2907,Deutsche Messe AG,Organizaion,0.0,0.202183832466575,1
2908,Turun yliopisto,Organizaion,0.0,0.17752545575422513,1
2909,Deutsch-Baltische Handelskammer in Estland,Organizaion,3.064782251801542e-14,0.18961038961038962,2
2910,Printing Ink and Artists' Colours Industry,Organizaion,1.4795444081183513e-13,0.2076919927951531,3
2911,Etsy Ireland,Organizaion,2.175249426392144e-12,0.24668757445360173,8
2912,Förhandlings- och samverkansrådet PTK,Organizaion,0.0,0.19919513152728702,1
2913,RWM,Organizaion,0.0,0.19566516901598566,1
2914,European Federation of Building Societies,Organizaion,4.9837079829345895e-12,0.23657643794735492,7
2915,Fagbevægelsens Hovedorganisation,Organizaion,4.043070894786814e-13,0.20194240452166298,6
2916,EuropeActive,Organizaion,0.0,0.16477484938536238,1
2917,VIER PFOTEN International,Organizaion,1.835502298840349e-13,0.2130961631350148,3
2918,European Chamber of Commerce Taiwan,Organizaion,0.0,0.18205468637864217,1
2919,SEB Pank AS,Organizaion,6.200676539270475e-14,0.19118949371620222,2
2920,Aus Design,Organizaion,0.0,0.20871729471778838,1
2921,Bürgerbewegung Finanzwende e. V.,Organizaion,3.0112017559945764e-14,0.1924988617392624,2
2922,Universidade de Aveiro,Organizaion,0.0,0.17251521643034445,1
2923,Vaisala Oyj,Organizaion,0.0,0.14275865950083008,1
2924,Western Balkans Green Center Nonprofit Llc.,Organizaion,0.0,0.16989819837921102,1
2925,ClientEarth AISBL,Organizaion,8.938005810378087e-11,0.277893410746563,77
2926,Protection sociale française,Organizaion,0.0,0.1735657350073552,1
2927,Batir le Renouveau Industriel sur la Démocratie et le Génie Ecologique,Organizaion,0.0,0.19496214886830882,1
2928,Standing Committee of European Doctors,Organizaion,1.7639213129313745e-12,0.22780234829266102,7
2929,International Transport and Logistics Alliance,Organizaion,0.0,0.1835531195166513,1
2930,Minderoo Foundation Limited ATF The Minderoo Foundation Trust,Organizaion,2.0629006099550284e-13,0.2078110919963955,4
2931,Jyväskylän yliopisto,Organizaion,0.0,0.17686327825420065,1
2932,VISCOFAN,Organizaion,2.14472258962549e-15,0.21830425335083153,2
2933,European Aluminium AISBL,Organizaion,7.157868144557969e-12,0.25356089759608175,16
2934,Institut d'études politiques de Paris (Sciences Po),Organizaion,5.845567830863265e-12,0.23156621556858897,5
2935,Polska Federacja Producentow Zywnosci Zwiazek Pracodawcow,Organizaion,3.93345762708323e-15,0.20096252871742057,2
2936,Confederation of Danish Industry,Organizaion,4.908280627061581e-12,0.23806395608005068,12
2937,Construction Products Association,Organizaion,0.0,0.18938390040874223,1
2938,Sdružení pro internetový rozvoj,Organizaion,0.0,0.1840825804578934,1
2939,Riverwatch,Organizaion,1.6211850352697407e-13,0.2100132461296465,4
2940,Gas for Climate,Organizaion,3.9603450212637844e-16,0.1964569215876089,2
2941,Change Finance Coalition,Organizaion,0.0,0.18938390040874223,1
2942,PLUG POWER INC,Organizaion,0.0,0.19708653005729823,1
2943,IP Europe,Organizaion,1.6852046773352119e-13,0.21249371754062657,4
2944,Association Occitanie Europe,Organizaion,0.0,0.17652789617438805,1
2945,Kaupan liitto ry - Finnish Commerce Federation,Organizaion,1.2290258179982454e-12,0.2055963042509219,5
2946,Kangaroo Group,Organizaion,2.961207244689199e-13,0.20017754981258631,3
2947,Wirtschaftsforum der SPD e.V.,Organizaion,0.0,0.19967727335340535,1
2948,Hanover Communications International,Organizaion,1.3012598475071403e-12,0.2203905214917139,4
2949,Notre Europe - Institut Jacques Delors / Notre Europe - Jacques Delors Institute,Organizaion,1.7104593530877234e-11,0.26217605870345967,18
2950,NATIXIS,Organizaion,1.945087982203579e-12,0.2501910890844984,7
2951,European Precious Metals Federation,Organizaion,0.0,0.18842382827007353,1
2952,Lithuanian Business Representation to the EU,Organizaion,2.467766671691437e-13,0.18747344110854502,3
2953,Gates Ventures,Organizaion,8.906722729729704e-13,0.225664405648838,6
2954,Global Sepsis Alliance,Organizaion,0.0,0.18119966427971929,1
2955,Lysios Public Affairs,Organizaion,1.2920784210513578e-12,0.22852059545526204,4
2956,U. S. Steel Košice,Organizaion,9.525476208165438e-13,0.22577989408571048,6
2957,The Adecco Group,Organizaion,6.28558673849537e-14,0.1967654986522911,5
2958,Danish Trade Union Confederation EU Office,Organizaion,5.078402038776602e-13,0.19851315660764943,4
2959,Bacardi-Martini BV,Organizaion,0.0,0.2007359196027617,1
2960,Water Europe,Organizaion,4.9773639832062395e-12,0.2143249408583981,9
2961,DNB Bank ASA,Organizaion,3.113102656818871e-13,0.20580897714135044,2
2962,Lettland,Organizaion,3.064782251801542e-14,0.18961038961038962,2
2963,Archer Daniels Midland,Organizaion,1.0046449465458756e-13,0.18907335979279632,2
2964,Arbeitsgemeinschaft deutscher Verkehrsflughäfen,Organizaion,2.99509924471893e-13,0.18978061234032206,4
2965,European Ageing Network,Organizaion,1.9370701855697673e-13,0.21673288051604084,5
2966,OGP GAZ-SYSTEM S.A.,Organizaion,5.314075860244713e-14,0.21300669647542878,3
2967,Českomoravská konfederace odborových svazů,Organizaion,2.030126788813635e-14,0.2172898196924922,4
2968,ZVEI e.V. - Verband der Elektro- und Digitalindustrie,Organizaion,0.0,0.1742752129705963,1
2969,Global Infrastructure Investor Association,Organizaion,2.8027258818643844e-13,0.1953449869089789,3
2970,Carnegie Europe Foundation,Organizaion,0.0,0.180873440285205,1
2971,National Council for Small and Medium Sized Private Enterprises in Romania,Organizaion,5.442234394265438e-15,0.19490971955436034,2
2972,Signum Global Advisors,Organizaion,5.676973759033244e-13,0.2060179075386271,4
2973,Association Civic Tech Europe,Organizaion,3.4718506910246606e-14,0.18313239965347963,3
2974,MedTech Europe,Organizaion,6.448973306508088e-12,0.23721245558256968,15
