Name,Type,TR Country,Category of registration,Level of interest,Fields of interest,Lobbying cost,Members FTE,Orbis Country,Country ISO,City,BvD ID,BvD sectors,NAICS,Last year,Revenue,Shareholders funds,Assets,Nb employees,corporate group size,Entity type,GUO Name,GUO Country ISO,GUO Type,GUO NAICS,GUO Revenue,GUO Assets,GUO Nb employees,Betweenness,Closeness,Degree,Strength
La Française des Jeux,Organization,FRANCE,Companies and groups,"European, Global, National, Regional/local","Trade, Competition, Culture, Economy, finance and the euro, Environment, Taxation, Justice and fundamental rights, Sport, Borders and security, Business and industry, Consumers, Culture and media, Digital economy and society, Fraud prevention, Research and innovation, Single market",100000-199999,1.75,France,FR,PARIS,FR315065292,"Travel, Personal & Leisure",Other Amusement and Recreation Industries,2022,2629487.71840334,987031.166434288,3536523.92321825,3082,18,GUO,LA FRANCAISE DES JEUX,FR,Corporate,Other Amusement and Recreation Industries,2629,3537,3082,0,0.174436158328553,1,1
UnitedHealth Group,Organization,UNITED STATES,Companies and groups,Global,"Competition, Taxation, Public health, Banking and financial services, Digital economy and society, Research and innovation, Single market",500000-599999,0.5,United States of America,US,MINNETONKA,US411321939,"Banking, Insurance & Financial Services",Insurance Carriers,2022,,81450000,245705000,400000,4408,GUO,UNITEDHEALTH GROUP INC.,US,Insurance company,Insurance Carriers,,245705,400000,0,0.197659898390325,1,1
Commonwealth Local Govenment Forum,Organization,,,,,,,United Kingdom,GB,LONDON,GB02962250,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2021,571.317398151398,402.37651518631,1650.73718104935,8,2,GUO,COMMONWEALTH LOCAL GOVERNMENT FORUM,GB,Corporate,"Business, Professional, Labor, Political, and Similar Organizations",1,2,8,4.53195751897858E-14,0.21370445718513,2,2
UK Finance Limited,Organization,UNITED KINGDOM,Trade and business associations,"European, Global, National, Regional/local","Trade, Competition, Economy, finance and the euro, Taxation, Banking and financial services, Business and industry, Climate action, Digital economy and society, Fraud prevention, Single market",200000-299999,0,United Kingdom,GB,LONDON,GB10250295,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2022,61773.2356869556,-4974.70803732967,57332.5268298889,227,0,Single location,,,,,,,,3.8300622916727E-15,0.18805741813684,2,4
Pandemic Action Network,Organization,UNITED STATES,"Non-governmental organisations, platforms and networks and similar",Global,"Agriculture and rural development, Budget, Trade, Environment, External relations, Public health, Climate action, Foreign affairs and security policy, Humanitarian aid and civil protection, International co-operation and development, Research and innovation",3521094,3.25,,,,,,,,,,,,,,,,,,,,,8.45297596707794E-13,0.222609667289576,6,6
Values Unite,Organization,,,,,,,United States of America,US,WASHINGTON,US296886227L,"Public Administration, Education, Health Social Services",Social Advocacy Organizations,2022,2330,,,4,0,Single location,,,,,,,,0,0.171540973871734,1,1
Lapin yliopisto,Organization,FINLAND,Academic institutions,"European, Global, National, Regional/local","Agriculture and rural development, Culture, Economy, finance and the euro, Employment and social affairs, Energy, Environment, Youth, Justice and fundamental rights, Regional policy, External relations, Trans-European Networks, Public health, Transport, Borders and security, Business and industry, Climate action, Communication, Culture and media, Digital economy and society, Education and training, European neighbourhood policy, Foreign affairs and security policy, Institutional affairs, International co-operation and development, Research and innovation, Single market",53300000,1,Finland,FI,ROVANIEMI,FI02928005,"Public Administration, Education, Health Social Services",Other Schools and Instruction,2022,746.619641780853,,,750,2,GUO,LAPIN YLIOPISTO,FI,Corporate,Other Schools and Instruction,1,,750,0,0.17931409062694,1,1
Retelit Spa,Organization,,,,,,,Italy,IT,MILANO,IT12897160151,,Telecommunications,2022,213016.983397007,214264.904798269,529550.646927953,661,6,GUO,"RETI TELEMATICHE ITALIANE S.P.A., IN FORMA ABBREVIATA RETELIT S. P.A.",IT,Corporate,Telecommunications,213,530,661,2.51022525268974E-13,0.228021706956093,5,5
Qualcomm Communications SARL,Organization,FRANCE,Companies and groups,European,"Trade, Competition, Customs, Economy, finance and the euro, Energy, Environment, Regional policy, External relations, Trans-European Networks, Public health, Transport, Borders and security, Business and industry, Communication, Consumers, Digital economy and society, Foreign affairs and security policy, Institutional affairs, International co-operation and development, Research and innovation, Single market",500000-599999,2,France,FR,ISSY LES MOULINEAUX,FR799760087,Communications,Wired and Wireless Telecommunications (except Satellite),2021,11089.0308280597,3696.39494294524,7577.82702887011,,0,Single location,,,,,,,,5.08486861816252E-14,0.199802877299765,2,3
Garrett Motion,Organization,SWITZERLAND,Companies and groups,"European, Global, National, Regional/local","Trade, Customs, Economy, finance and the euro, Energy, Environment, Taxation, External relations, Transport, Business and industry, Climate action, Digital economy and society, Research and innovation",50000-99999,0.25,United States of America,US,,US824873189,Transport Manufacturing,Motor Vehicle Parts Manufacturing,2022,3603000,-116000,2637000,9300,53,GUO,GARRETT MOTION INC.,US,Corporate,Motor Vehicle Parts Manufacturing,3603,2637,9300,0,0.176215820535891,1,1
"IKV, Fondation pour le Développement Economique",Organization,TURKEY,"Non-governmental organisations, platforms and networks and similar","European, National","Agriculture and rural development, Budget, Trade, Competition, Customs, Economy, finance and the euro, Enlargement, Employment and social affairs, Energy, Environment, Taxation, Justice and fundamental rights, Regional policy, External relations, Trans-European Networks, Public health, Transport, Banking and financial services, Borders and security, Business and industry, Climate action, Culture and media, Digital economy and society, Education and training, European neighbourhood policy, Foreign affairs and security policy, Institutional affairs, Humanitarian aid and civil protection, International co-operation and development, Migration and asylum, Research and innovation, Single market",320000,2,,,,,,,,,,,,,,,,,,,,,9.10993915670587E-13,0.185723929535811,3,4
EPPA SA,Organization,BELGIUM,Professional consultancies,"European, Global, National","Agriculture and rural development, Budget, Trade, Competition, Culture, Customs, Economy, finance and the euro, Enlargement, Employment and social affairs, Energy, Environment, Taxation, Youth, Justice and fundamental rights, Regional policy, External relations, Trans-European Networks, Public health, Food safety, Sport, Transport, Borders and security, Business and industry, Climate action, Communication, Consumers, Culture and media, Digital economy and society, Education and training, Foreign affairs and security policy, Institutional affairs, Humanitarian aid and civil protection, International co-operation and development, Maritime affairs and fisheries, Research and innovation, Single market",1000000-,21,Luxembourg,LU,LUXEMBOURG,LULB34722,Business Services,"Management, Scientific, and Technical Consulting Services",,,,,,0,Single location,,,,,,,,2.04489039168095E-12,0.221262662045459,6,6
ART 2030,Organization,DENMARK,"Non-governmental organisations, platforms and networks and similar",Global,"Agriculture and rural development, Culture, Environment, Youth, Justice and fundamental rights, Public health, Food safety, Climate action, Communication, Culture and media, International co-operation and development, Maritime affairs and fisheries, Migration and asylum, Research and innovation",746446,5,Denmark,DK,KLAMPENBORG,DK38354272,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2021,,,,7,0,Single location,,,,,,,,0,0.191152872669523,1,1
Cargill,Organization,UNITED STATES,Companies and groups,"European, Global, National, Regional/local","Agriculture and rural development, Trade, Customs, Energy, Environment, Public health, Food safety, Business and industry, Consumers, International co-operation and development, Research and innovation, Single market",300000-399999,1.5,France,FR,PUTEAUX,FR572099695,Food & Tobacco Manufacturing,Grain and Oilseed Milling,2022,2977198.55641,215325.603554796,942509.862166919,,772,Controlled subs.,CARGILL INC,US,Corporate,Other Food Manufacturing,109699,55800,,1.6706445126563E-12,0.217424028600997,6,6
Airlines for Europe,Organization,BELGIUM,Trade and business associations,European,"Budget, Trade, Competition, Customs, Economy, finance and the euro, Energy, Environment, Taxation, Trans-European Networks, Transport, Borders and security, Business and industry, Climate action, Communication, Consumers, Institutional affairs, Research and innovation, Single market",1250000-1499999,8.75,Belgium,BE,BRUXELLES,BE0651611257,Business Services,"Advertising, Public Relations, and Related Services",2022,,923.955672497153,1580.827366938,9,0,Single location,,,,,,,,9.87428239435706E-12,0.238759401603438,22,32
"Slovenské elektrárne, a.s.",Organization,SLOVAKIA,Companies and groups,"National, Regional/local","Competition, Economy, finance and the euro, Energy, Environment, Taxation, Trans-European Networks, Business and industry, Climate action, Fraud prevention, Research and innovation, Single market",50000-99999,1.75,Slovakia,SK,BRATISLAVA-RUZINOV,SK35829052,Utilities,"Electric Power Generation, Transmission and Distribution",2022,5588699.73620892,,,3600,7,Controlled subs.,SLOVAK POWER HOLDING B.V.,NL,Corporate,Management of Companies and Enterprises,3870,12208,4425,1.72798928919966E-13,0.210377787892581,4,4
AXA Investment Managers,Organization,FRANCE,Companies and groups,Global,"Trade, Economy, finance and the euro, Environment, Banking and financial services, Climate action, Digital economy and society, Single market",100000-199999,2,France,FR,PUTEAUX,FR393051826,Business Services,Management of Companies and Enterprises,2022,183418.678008519,1800744.34348107,3000459.22256966,,1160,Controlled subs.,AXA SA,FR,Insurance company,Insurance Carriers,106036,743097,,0,0.187864795876892,1,1
News Corporation,Organization,UNITED STATES,Companies and groups,Global,"Trade, Competition, Culture, Taxation, Sport, Banking and financial services, Business and industry, Communication, Culture and media, Digital economy and society, Single market",50000-99999,0,United States of America,US,NEW YORK,US462950970,Printing & Publishing,"Newspaper, Periodical, Book, and Directory Publishers",2023,9879000,8064000,16921000,25000,660,GUO,NEWS CORPORATION,US,Corporate,"Newspaper, Periodical, Book, and Directory Publishers",9879,16921,25000,7.29434803930599E-14,0.191013836311639,3,3
MOBIVIA,Organization,FRANCE,Companies and groups,"European, National, Regional/local","Trade, Competition, Employment and social affairs, Energy, Environment, Taxation, Transport, Business and industry, Climate action, Consumers, Digital economy and society, Research and innovation, Single market",100000-199999,0.25,France,FR,VILLENEUVE D ASCQ,FR470501545,Business Services,"Management, Scientific, and Technical Consulting Services",2021,3126974.17873979,477558.722339869,2776875.99344563,22833,144,GUO,MOBIVIA,FR,Corporate,"Management, Scientific, and Technical Consulting Services",3127,2777,22833,0,0.191536268399417,1,1
Global Coalition on Aging,Organization,UNITED STATES,Companies and groups,Global,"Public health, Business and industry, Research and innovation",50000-99999,0,United States of America,US,NEW YORK,US316948364L,,,2022,130,,,2,0,Single location,,,,,,,,1.89735883333704E-14,0.175701360906257,2,2
World Nuclear Association,Organization,UNITED KINGDOM,Trade and business associations,Global,"Trade, Energy, Environment, Climate action, International co-operation and development",-10000,0,United Kingdom,GB,LONDON,GB01215741,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2021,,7505.7712788856,8627.07491905808,27,0,Single location,,,,,,,,0,0.190897075830167,1,1
Danfoss A/S,Organization,DENMARK,Companies and groups,Global,"Trade, Energy, Environment, Taxation, Business and industry, Climate action, Research and innovation",400000-499999,4,Denmark,DK,NORDBORG,DK20165715,Metals & Metal Products,Other Fabricated Metal Product Manufacturing,2022,10939044.3515776,5384194.21672807,12509078.798294,41324,398,Controlled subs.,BITTEN OG MADS CLAUSENS FOND,DK,"Mutual and pension fund, nominee, trust, trustee","Management, Scientific, and Technical Consulting Services",10967,12884,42200,2.27478710410097E-13,0.241903406117194,3,3
Confindustria Toscana,Organization,ITALY,Trade and business associations,European,"Agriculture and rural development, Environment, Food safety, Fraud prevention, Research and innovation",50000-99999,1.5,Italy,IT,FIRENZE,IT80003010487,,,,,,,,0,Independent co,,,,,,,,1.88742006524048E-14,0.188788680848283,2,2
Mediterranean Gas SA,Organization,GREECE,Companies and groups,European,"Energy, Environment, Research and innovation",25000-49999,0,Greece,GR,VOLOS,GR156246244000,Utilities,Natural Gas Distribution,2021,0,1158.21972641945,1965.444352355,0,0,Single location,,,,,,,,2.29155017578878E-14,0.183967521095367,2,2
KfW Bankengruppe,Organization,GERMANY,"Other organisations, public or mixed entities","European, Global, National, Regional/local","Budget, Trade, Competition, Economy, finance and the euro, Enlargement, Employment and social affairs, Energy, Environment, Taxation, Regional policy, Trans-European Networks, Public health, Transport, Banking and financial services, Business and industry, Climate action, Digital economy and society, Education and training, Institutional affairs, Humanitarian aid and civil protection, International co-operation and development, Research and innovation, Single market",1000000-1249999,5.5,Germany,DE,FRANKFURT AM MAIN,DEFEB13328,"Banking, Insurance & Financial Services",Nondepository Credit Intermediation,2022,3266994.23253536,39015142.6810026,591565940.973759,7984,1479,Controlled subs.,BUNDESREPUBLIK DEUTSCHLAND,DE,"Public authority, state, government",,,,,7.43643946601782E-12,0.232832272104457,18,25
Stichting ALLAI Nederland,Organization,,,,,,,Netherlands,NL,AMSTERDAM,NL72147717,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",,,,,,0,Single location,,,,,,,,4.39403910147099E-14,0.195337593400277,2,2
Eesti Energia Aktsiaselts,Organization,ESTONIA,Companies and groups,Regional/local,"Energy, Climate action",300000-399999,3,Estonia,EE,TALLINN,EE10421629,Utilities,"Electric Power Generation, Transmission and Distribution",2022,1750929.71992493,2021099.37030077,3978629.41110134,,69,Controlled subs.,ESTONIA GOVT,EE,"Public authority, state, government",,,,,3.687493111557E-13,0.216596685911374,5,7
European Steel Technology Platform,Organization,BELGIUM,"Non-governmental organisations, platforms and networks and similar",European,"Economy, finance and the euro, Employment and social affairs, Energy, Environment, Transport, Business and industry, Climate action, Communication, Digital economy and society, Education and training, Research and innovation",466000,2,Belgium,BE,BRUXELLES,BE0697948355,Business Services,"Management, Scientific, and Technical Consulting Services",2022,516.937041379809,421.236402295828,554.575204121471,1,0,Single location,,,,,,,,1.79904181224506E-13,0.225274403914764,3,3
Nadacia Habitat for Humanity International,Organization,SLOVAKIA,"Non-governmental organisations, platforms and networks and similar","European, Global, National, Regional/local","Agriculture and rural development, Budget, Enlargement, Employment and social affairs, Energy, Environment, Youth, Justice and fundamental rights, Regional policy, External relations, Trans-European Networks, Food safety, Climate action, Communication, European neighbourhood policy, Foreign affairs and security policy, Humanitarian aid and civil protection, International co-operation and development",11760383,0.75,Slovakia,SK,BRATISLAVA-RUZINOV,SK37925601,,,2017,599.648587649584,,,38,0,Single location,,,,,,,,3.3638030081651E-13,0.222880178998534,2,2
The Shark Trust,Organization,UNITED KINGDOM,"Non-governmental organisations, platforms and networks and similar",Global,"Environment, Maritime affairs and fisheries",433069,1,United Kingdom,GB,PLYMOUTH,GB03396164,Business Services,"Other Professional, Scientific, and Technical Services",2021,532.50268164444,777.622630325317,797.631136291504,7,0,Independent co,,,,,,,,8.39180082537488E-16,0.17206718884951,2,2
Bolsas y Mercados Españoles,Organization,SPAIN,Companies and groups,"European, National","Budget, Trade, Competition, Economy, finance and the euro, Taxation, Regional policy, External relations, Banking and financial services, Business and industry, Consumers, Digital economy and society, Education and training, Fraud prevention, Institutional affairs, International co-operation and development, Single market",100000-199999,1.5,Spain,ES,MADRID,ESA79447033,Business Services,Computer Systems Design and Related Services,2022,14804.4008970261,10795.0534206629,14606.01339221,83,89,Controlled subs.,SIX GROUP AG,CH,Bank,Nondepository Credit Intermediation,1472,18599,4044,0,0.18364589955499,1,1
Neova Oy,Organization,FINLAND,Companies and groups,European,"Agriculture and rural development, Trade, Energy, Environment, Taxation, Regional policy, Food safety, Climate action, Digital economy and society, Research and innovation",25000-49999,0.5,Finland,FI,JYVASKYLA,FI01748176,Mining & Extraction,Nonmetallic Mineral Mining and Quarrying,2022,578523.562431335,332032.420694828,864265.565335751,958,601,Controlled subs.,SUOMEN VALTIO/ALV,FI,"Public authority, state, government","Executive, Legislative, and Other General Government Support",0,,2,2.85597691847145E-14,0.174270417012292,2,2
MedTech in France,Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.180985198527684,1,1
International Partnership for Human Rights,Organization,BELGIUM,"Non-governmental organisations, platforms and networks and similar",Global,"Environment, Justice and fundamental rights, External relations, European neighbourhood policy, Foreign affairs and security policy",4374819,1.75,Belgium,BE,BRUXELLES,BE0897091038,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2021,4976.71710481882,269.044672636986,7112.50114561558,6,0,Single location,,,,,,,,0,0.14437794409806,1,1
RECHARGE aisbl,Organization,BELGIUM,Trade and business associations,European,"Trade, Energy, Environment, Transport, Business and industry, Climate action, Institutional affairs, Research and innovation, Single market",100000-199999,1.25,Belgium,BE,BRUXELLES-BRUSSEL,BE0880072189,,,,,,,,0,Single location,,,,,,,,0,0.182751312709559,1,1
Avast Software s.r.o.,Organization,CZECH REPUBLIC,Companies and groups,"European, Global, National, Regional/local","Competition, Economy, finance and the euro, Justice and fundamental rights, Borders and security, Business and industry, Climate action, Communication, Consumers, Digital economy and society, Education and training, Foreign affairs and security policy, Fraud prevention, Humanitarian aid and civil protection, International co-operation and development, Research and innovation, Single market",50000-99999,0.25,Czech Republic,CZ,PRAHA 4,CZ02176475,Computer Software,Software Publishers,2022,833569.153189659,271975.592046976,1257384.15071368,,128,Controlled subs.,GEN DIGITAL INC.,US,Corporate,Manufacturing and Reproducing Magnetic and Optical Media,3338,15947,3700,2.04929674917299E-12,0.231012215358164,8,9
The Future Society,Organization,UNITED STATES,"Non-governmental organisations, platforms and networks and similar",Global,Digital economy and society,630064,1.25,Estonia,EE,,EE80593758,Computer Software,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,,,,,0,Single location,,,,,,,,0,0.172539943258175,1,1
Clúster Bananero del Ecuador,Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.170995190529042,1,1
Federated Hermes Limited,Organization,UNITED KINGDOM,Companies and groups,"European, Global, National, Regional/local","Economy, finance and the euro, Employment and social affairs, Energy, Environment, Justice and fundamental rights, Regional policy, Food safety, Transport, Banking and financial services, Climate action, Consumers, Research and innovation",50000-99999,0,United Kingdom,GB,LONDON,GB01661776,"Banking, Insurance & Financial Services",Other Financial Investment Activities,2022,246919.651148677,190825.190916657,307517.887586236,548,138,Controlled subs.,VOTING SHARES IRREVOCABLE TRUST,US,"Mutual and pension fund, nominee, trust, trustee",,,,,1.07040705882042E-13,0.196216610912055,2,3
UNION OF AGRICULTURAL COOPERATIVES FROM VEGETAL SECTOR,Organization,ROMANIA,"Non-governmental organisations, platforms and networks and similar",European,"Agriculture and rural development, Budget, Trade, Competition, Taxation, Regional policy, Food safety, Climate action, Consumers, Digital economy and society, Education and training, Fraud prevention, International co-operation and development, Research and innovation, Single market",10000-24999,0.75,Greece,GR,AXIOUPOLI,GR014499835000,Wholesale,Farm Product Raw Material Merchant Wholesalers,,,,,,0,Independent co,,,,,,,,3.14943236279183E-15,0.196687546810104,2,2
5Rights Foundation,Organization,UNITED KINGDOM,"Non-governmental organisations, platforms and networks and similar",Global,Digital economy and society,1153555,2.75,United Kingdom,GB,LONDON,GB11271356,"Travel, Personal & Leisure",Other Personal Services,2021,1514.09814352036,1568.26181494522,1827.34597872543,11,0,Single location,,,,,,,,9.8457310130109E-13,0.205389359924634,7,8
MAIF,Organization,FRANCE,Companies and groups,"European, National, Regional/local","Competition, Economy, finance and the euro, Environment, Taxation, Transport, Banking and financial services, Business and industry, Climate action, Consumers, Digital economy and society, Single market",50000-99999,0.5,France,FR,NIORT,FR775709702,"Banking, Insurance & Financial Services",Insurance Carriers,2020,3604774,,,7698,41,GUO,MUTUELLE ASSURANCE DES INSTITUTEURS DE FRANCE,FR,Insurance company,Insurance Carriers,3605,,7698,0,0.189643853602495,1,1
SAP,Organization,GERMANY,Companies and groups,Global,"Budget, Trade, Competition, Employment and social affairs, Energy, Environment, Taxation, Youth, Public health, Transport, Business and industry, Climate action, Digital economy and society, Education and training, Foreign affairs and security policy, International co-operation and development, Research and innovation, Single market",1000000-1249999,7.25,Germany,DE,WALLDORF,DE7050001788,"Industrial, Electric & Electronic Machinery",Manufacturing and Reproducing Magnetic and Optical Media,2022,32984589.1743898,45701654.8728943,76964752.4732351,111961,493,GUO,SAP SE,DE,Corporate,Manufacturing and Reproducing Magnetic and Optical Media,32985,76965,111961,1.7987885302515E-11,0.265278479269021,24,27
RPP Group,Organization,BELGIUM,Professional consultancies,"European, Global, National, Regional/local","Agriculture and rural development, Budget, Trade, Competition, Culture, Customs, Economy, finance and the euro, Enlargement, Employment and social affairs, Energy, Environment, Taxation, Youth, Justice and fundamental rights, Regional policy, External relations, Trans-European Networks, Public health, Food safety, Sport, Transport, Banking and financial services, Business and industry, Climate action, Communication, Consumers, Culture and media, Digital economy and society, Education and training, European neighbourhood policy, Foreign affairs and security policy, Institutional affairs, Humanitarian aid and civil protection, Research and innovation, Single market",1000000-,25,Belgium,BE,BRUXELLES,BE0477819426,Business Services,"Management, Scientific, and Technical Consulting Services",2022,,1029.03065448344,2276.18303751469,17,3,GUO,RPP GROUP,BE,Corporate,"Management, Scientific, and Technical Consulting Services",,2,17,4.06444826790446E-13,0.189227695532556,2,2
Union Maritime & Portuaire,Organization,,,,,,,French Guiana (France),FR,CAYENNE,FR498001015,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations", ,,,,,0,Single location, , , , ,,,,0,0.199775242047026,1,1
European Forum of Securities Associations,Organization,DENMARK,Trade and business associations,"European, Global","Competition, Economy, finance and the euro, Taxation, Banking and financial services, Digital economy and society, International co-operation and development, Single market",-10000,0,,,,,,,,,,,,,,,,,,,,,3.3879353642911E-14,0.192988609413101,2,2
EuroCommerce,Organization,BELGIUM,Trade and business associations,European,"Agriculture and rural development, Trade, Competition, Customs, Economy, finance and the euro, Enlargement, Employment and social affairs, Energy, Environment, Taxation, Justice and fundamental rights, Public health, Food safety, Transport, Banking and financial services, Borders and security, Business and industry, Climate action, Consumers, Digital economy and society, Education and training, Institutional affairs, Maritime affairs and fisheries, Research and innovation, Single market",1750000-1999999,8,Italy,IT,ROMA,IT12008291002,Wholesale,Farm Product Raw Material Merchant Wholesalers,2022,14514.5588856888,2425.36297493994,7506.66213579357,19,0,Independent co,,,,,,,,6.21768518558298E-11,0.275158355955613,53,63
Fundacion Euroamerica,Organization,SPAIN,"Non-governmental organisations, platforms and networks and similar",Global,"Agriculture and rural development, Budget, Trade, Competition, Economy, finance and the euro, Enlargement, Energy, Environment, Justice and fundamental rights, Regional policy, External relations, Food safety, Transport, Banking and financial services, Borders and security, Business and industry, Climate action, Communication, Culture and media, Digital economy and society, Education and training, European neighbourhood policy, Foreign affairs and security policy, Institutional affairs, International co-operation and development, Migration and asylum, Research and innovation, Single market",413708,1,Spain,ES,MADRID,ESG82314469,Business Services,Other Support Services,,,,,,0,Single location,,,,,,,,1.92500054516091E-13,0.182598252240009,3,4
CIDSE - International Alliance of Catholic social justice organisations,Organization,BELGIUM,"Non-governmental organisations, platforms and networks and similar",Global,"Agriculture and rural development, Trade, Energy, Environment, Justice and fundamental rights, External relations, Climate action, International co-operation and development",1692527,2,,,,,,,,,,,,,,,,,,,,,9.46505539107324E-13,0.228517749431425,7,7
European Recycling Industries' Confederation,Organization,BELGIUM,Trade and business associations,European,"Trade, Competition, Customs, Environment, Taxation, Regional policy, Transport, Business and industry, Single market",500000-599999,4.5,Belgium,BE,BRUXELLES,BE0598755363,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2023,,,,7,0,Single location,,,,,,,,9.8754736414272E-13,0.21156416500357,5,5
"Federacion Latinoamericana de Ciudades, Municipios y Asociaciones de Gobiernos Locales",Organization,MEXICO,Associations and networks of public authorities,Regional/local,"Agriculture and rural development, Budget, Culture, Energy, Environment, Youth, Justice and fundamental rights, Regional policy, External relations, Public health, Food safety, Sport, Transport, Borders and security, Climate action, Communication, Culture and media, Education and training, Foreign affairs and security policy, Institutional affairs, International co-operation and development, Research and innovation",50000-99999,1.75,,,,,,,,,,,,,,,,,,,,,0,0.16099144537019,1,1
IN Groupe,Organization,FRANCE,Companies and groups,"European, Global, National, Regional/local","Competition, Customs, Transport, Borders and security, Digital economy and society, European neighbourhood policy, Foreign affairs and security policy, Fraud prevention, International co-operation and development, Migration and asylum, Research and innovation",10000-24999,0,France,FR,PARIS,FR352973622,Printing & Publishing,Printing and Related Support Activities,2022,575364.294747114,324368.903371692,848013.788933158,1566,5441,Controlled subs.,GOVERNMENT OF FRANCE,FR,"Public authority, state, government",,,,,0,0.194214737125185,1,1
Relief International-UK,Organization,,,,,,,United Kingdom,GB,LONDON,GB04476247,"Public Administration, Education, Health Social Services",Offices of Other Health Practitioners,2021,67228.0612323427,2949.03276506126,14901.3286880261,17,0,Single location,,,,,,,,0,0.150424390751927,1,1
The European Association of Corporate Treasurers,Organization,FRANCE,Trade unions and professional associations,European,"Economy, finance and the euro, Taxation, Banking and financial services, Business and industry, Climate action, Digital economy and society, Fraud prevention",100000-199999,0.25,France,FR,PARIS,FR791577414,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations", ,,,,,0,Single location, , , , ,,,,4.67082001236288E-15,0.213459691125397,2,2
Common Futures. Energy Transition Specialists B.V.,Organization,NETHERLANDS,Professional consultancies,"European, National, Regional/local","Energy, Climate action",-,0.25,Netherlands,NL,UTRECHT,NL83789561,Business Services,"Architectural, Engineering, and Related Services",2022,,63.1661548936367,372.643196210265,,0,Single location,,,,,,,,2.56322981949974E-13,0.211196812399474,5,8
Suomen Ylioppilaskuntien Liitto SYL ry,Organization,FINLAND,"Non-governmental organisations, platforms and networks and similar","European, National","Budget, Employment and social affairs, Youth, Education and training, Research and innovation",1100000,2,Finland,FI,HELSINKI,FI02023396,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2022,106.659948825836,,,15,2,GUO,"SUOMEN YLIOPPILASKUNTIEN LIITTO (SYL) RY, FINLANDS STUDENTKAARERS FORBUND (FSF) RF",FI,Corporate,"Business, Professional, Labor, Political, and Similar Organizations",0,,15,0,0.168984629783998,1,1
Ekotrend Slovakia - zväz ekologického poľnohospodárstva,Organization,SLOVAKIA,"Non-governmental organisations, platforms and networks and similar","European, National, Regional/local","Agriculture and rural development, Environment, Climate action",-10000,0,Slovakia,SK,LEVOCA,SK31117384,,,2017,599.648587649584,,,,0,Single location,,,,,,,,2.46156932512078E-14,0.17750706648642,2,2
European Federation of Origin Wines,Organization,BELGIUM,Trade unions and professional associations,European,"Agriculture and rural development, Trade, Competition, Customs, Environment, Taxation, Public health, Food safety, Business and industry, Climate action, Consumers, Digital economy and society, Fraud prevention, Single market",100000-199999,1.25,Belgium,BE,BRUXELLES,BE0824030836,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",,,,,,0,Single location,,,,,,,,4.59398980441988E-13,0.196020221211916,5,5
St1 Sverige AB,Organization,,,,,,,Sweden,SE,BROMMA,SE5563085942,Wholesale,Petroleum and Petroleum Products Merchant Wholesalers,2022,4778487.47795588,736358.095153973,1296408.522563,138,40,Controlled subs.,MR ANTTONEN MIKA,FI,One or more named individuals or families,,,,,0,0.211413202576112,1,1
RegWatchEurope,Organization,GERMANY,"Non-governmental organisations, platforms and networks and similar",European,"Budget, Economy, finance and the euro, Business and industry, Research and innovation",0,2,,,,,,,,,,,,,,,,,,,,,0,0.17681713848508,1,1
AGORIA,Organization,BELGIUM,Trade and business associations,"European, Global, National, Regional/local","Trade, Competition, Customs, Economy, finance and the euro, Employment and social affairs, Energy, Environment, Taxation, External relations, Trans-European Networks, Public health, Transport, Business and industry, Climate action, Consumers, Culture and media, Digital economy and society, Education and training, Institutional affairs, Research and innovation, Single market",300000-399999,3,Belgium,BE,BRUSSEL,BE0406605390,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2022,42343.1496040648,67435.2204119903,81501.4246033943,190,2,GUO,AGORIA,BE,Corporate,"Business, Professional, Labor, Political, and Similar Organizations",42,82,190,3.06911805745093E-13,0.215715192472837,4,4
Freight Transport Association Ireland,Organization,IRELAND,Trade and business associations,"European, National, Regional/local","Budget, Trade, Competition, Customs, Employment and social affairs, Environment, Regional policy, Trans-European Networks, Transport, Borders and security, Climate action",25000-49999,0.5,Ireland,IE,DUBLIN,IE487041,Business Services,"Management, Scientific, and Technical Consulting Services",2021,885.542804596424,16.0682005620003,344.082840807438,6,0,Single location,,,,,,,,2.76103911942211E-14,0.193560815451363,2,2
